Job Title/Position,Date Posted,Location,Position Overview,Key Responsibilities,Required Qualifications,Security Clearance,Program Hints,Client Hints,Contract Vehicle Hints,Prime Contractor,Recruiter Contact,Technologies,Certifications Required,Matched Program,Match Confidence,Match Type,BD Priority Score,Priority Tier,Match Signals,Source,Source URL,Scraped At,Processed At
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/maryland/fort-george-g-meade/tssci-cyber-intel-analyst-night-shift-/job-470580/,,2026-01-13T00:31:29.955685
,,,,,,,,,,,,,,Army IT Enterprise Mgmt Systems Solution,15%,inferred,53,🟡 Warm,"Location match (partial): Arlington, Virginia -> Army IT Enterprise Mgmt Systems Solution via 'arlington va', Location match (partial): Arlington, Virginia -> DoD JSP (Joint Service Provider) Pentagon IT & ICAM via 'pentagon arlington va', Location match (partial): Arlington, Virginia -> CANES - Consolidated Afloat Network Enterprise Services via 'norfolk va, sully va, mount vernon va, aiea hi, arlington va', Location match (partial): Arlington, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/arlington/jr-security-analyst/job-474949/,,2026-01-13T00:31:29.955725
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Mc Lean, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/mc-lean/tssci-intel-analyst/job-452989/,,2026-01-13T00:31:29.955768
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Mc Lean, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/mc-lean/tssci-intel-analyst/job-401173/,,2026-01-13T00:31:29.955808
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/florida/deerfield-beach/contracts-administrator/job-474012/,,2026-01-13T00:31:29.955848
,,,,,,,,,,,,,,JRSS - Joint Regional Security Stacks,15%,inferred,53,🟡 Warm,"Location match (partial): Homewood, Alabama -> JRSS - Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Homewood, Alabama -> NJRSS - Navy Joint Regional Security Stacks via 'montgomery, alabama', Location match (partial): Homewood, Alabama -> Counter-UAS Program via 'huntsville, alabama'",unknown,https://insightglobal.com/jobs/find_a_job/alabama/homewood/remote-tech-lead-senior-developer-react-python-/job-474857/,,2026-01-13T00:31:29.955891
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/georgia/rockmart/die-maintenance-coordinator/job-476555/,,2026-01-13T00:31:29.955934
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/ontario/mississauga/operations-engineer-ii/job-475406/,,2026-01-13T00:31:29.955971
,,,,,,,,,,,,,,MHS GENESIS (DHMSM),20%,inferred,54,🟡 Warm,"Location match (partial): San Antonio, Texas -> Air Force Cyber Operations / Platform One + Cyber/DevSecOps Portfolio via 'san antonio tx', Location match (partial): San Antonio, Texas -> Air Force Platform One / DevSecOps Initiative via 'san antonio tx', Location match (partial): San Antonio, Texas -> Alamo ACE Conference / TechNet via 'san antonio tx', Location match (partial): San Antonio, Texas -> Defense Health Agency Desktop to Datacenter via 'san antonio tx', Location match (partial): San Antonio, Texas -> Defense Health Agency Modernization / MHS GENESIS via 'san antonio tx', Location match (exact): San Antonio, Texas -> MHS GENESIS (DHMSM) via 'san antonio', Location match (exact): San Antonio, Texas -> NTT Applications & BPS Support via 'texas', Location match (partial): San Antonio, Texas -> AFSIM - Advanced Framework for Simulation Integration & Modeling via 'san antonio tx, manassas va, tampa fl, rivanna va'",unknown,https://insightglobal.com/jobs/find_a_job/texas/san-antonio/integration-engineer/job-435368/,,2026-01-13T00:31:29.956009
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Broad Run, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/broad-run/cbp-gcp-platform-engineer-mid-level-/job-449101/,,2026-01-13T00:31:29.956049
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/maryland/fort-george-g-meade/ci-poly-rf-analyst/job-476363/,,2026-01-13T00:31:29.956092
,,,,,,,,,,,,,,IC Corporate,20%,inferred,54,🟡 Warm,"Location match: McLean -> IC Corporate, Location match (partial): Mclean, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/mclean/data-scientist-tssci-w-poly/job-478363/,,2026-01-13T00:31:29.956130
,,,,,,,,,,,,,,IC Corporate,20%,inferred,54,🟡 Warm,"Location match: McLean -> IC Corporate, Location match (partial): Mclean, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/mclean/etl-developer-tssci-w-poly/job-478352/,,2026-01-13T00:31:29.956168
,,,,,,,,,,,,,,IC Corporate,20%,inferred,54,🟡 Warm,"Location match: McLean -> IC Corporate, Location match (partial): Mclean, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/mclean/full-stack-developer-tssci-w-poly/job-446488/,,2026-01-13T00:31:29.956208
,,,,,,,,,,,,,,IC Corporate,20%,inferred,54,🟡 Warm,"Location match: McLean -> IC Corporate, Location match (partial): Mclean, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/mclean/devops-engineer-tssci-w-poly/job-473138/,,2026-01-13T00:31:29.956251
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/maryland/fort-george-g-meade/ci-poly-digital-network-exploitation-analyst/job-476373/,,2026-01-13T00:31:29.956291
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Dranesville, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/dranesville/ui-ux-designer-tssci-w-poly/job-477359/,,2026-01-13T00:31:29.956329
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/california/duarte/technician-i-milk-receiving-shipping/job-477768/,,2026-01-13T00:31:29.956368
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/north-carolina/raleigh/sharepoint-administrator/job-478744/,,2026-01-13T00:31:29.956407
,,,,,,,,,,,,,,AF DCGS - Langley,20%,inferred,69,🟡 Warm,"Location match: Hampton -> AF DCGS - Langley, Location match (partial): Hampton, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/hampton/tssci-offensive-cyber-readiness-analyst/job-477758/,,2026-01-13T00:31:29.956450
,,,,,,,,,,,,,,Unmatched,0%,inferred,50,🟡 Warm,,unknown,https://insightglobal.com/jobs/find_a_job/maryland/fort-george-g-meade/tssci-cyber-capabilities-sme/job-452866/,,2026-01-13T00:31:29.956493
,,,,,,,,,,,,,,Corporate HQ,20%,inferred,54,🟡 Warm,"Location match: Herndon -> Corporate HQ, Location match (exact): Herndon, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/herndon/gis-systems-administrator-tssci/job-452323/,,2026-01-13T00:31:29.956535
,,,,,,,,,,,,,,EVMS - Earned Value Management Systems,15%,inferred,53,🟡 Warm,"Location match (partial): Alexandria, Virginia -> EVMS - Earned Value Management Systems via 'herndon, virginia'",unknown,https://insightglobal.com/jobs/find_a_job/virginia/alexandria/network-engineer/job-477863/,,2026-01-13T00:31:29.956581
