Program Name,Acronym,Agency Owner,Program Type,Priority Level,Confidence Level,PTS Involvement,Contract Number,tango_piid,parent_piid,Contract Value,Contract Value (Consolidated),total_contract_value,Base Contract Value (FPDS),Base + Options Value (FPDS),obligated,subawards_total,subawards_count,Prime Contractor,Prime Contractor 1,Prime Contractor (Consolidated),recipient_name,recipient_uei,Key Subcontractors,Known Subcontractors,Period of Performance,Period of Performance (Original),PoP Start,PoP End,period_start,period_end,PoP Start (Consolidated),PoP End (Consolidated),ultimate_completion,Ultimate Completion (Consolidated),Recompete Date,Contract Signed Date (FPDS),Contract Effective Date (FPDS),Current Completion Date (FPDS),Ultimate Completion Date (FPDS),Key Locations,Performance Location (TANGO),Performance Location (FPDS),pop_city,pop_state,pop_zip,pop_country,NAICS Code (Consolidated),naics_code,FPDS NAICS Code,NAICS Description,PSC Code (Consolidated),psc_code,FPDS PSC Code,PSC Description,set_aside,Technical Stack,Tech Stack (Basic),Keywords/Signals,Functional Areas,Typical Roles,Job Titles,Labor Rate Min,Labor Rate Max,Labor Rate Average,Education Requirement,Experience Requirement,Annual Salary Range,CALC API Status,Contract Vehicle Used,Contract Vehicle/Type,awarding_office,awarding_agency,funding_office,COR/COTR,Program Manager,Clearance Requirements,Security Requirements,Match Confidence,Match Score,Incumbent Score,Source Evidence,Notes,Pain Points,Related Jobs,tango_description,parent_description,Budget
Defense Enclave Services – Fourth Estate IT Consolidation,DES,DISA,,High,High,,HHSN261200800001E,HHSN261200800001E,,$11.5B,$11.5B,"$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,Leidos,Leidos,LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,NOVA-Diné; Accenture Federal; AT&T; Thundercat; various SBs,,2022–2030,2022,2030,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,Fort Meade MD; Fort Belvoir VA; Columbus OH; Philadelphia PA,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,“DES… Leidos… large IT consolidation; subs incl. NOVA-Diné”,,Migration engineers; service desk; deskside support; floor-walkers; NOC/enterprise support,,,,,,,,Not Queried,,IDIQ,,,,,,Secret,,Low,0,,Provided row text,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
Defense Enclave Services (DoDNet),DES (DoDNet),DISA,,High,High,,HHSN261200800001E,HHSN261200800001E,,$11.5B,$11.5B,"$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,Leidos,Leidos,LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,NOVA-Diné; other tribal small businesses; cleared IT subs,,Multi-year (varies by TO),,,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,Fort Belvoir; multiple 4th Estate bases,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,“Consolidating 4th Estate networks… PTS placed desktop support at Belvoir”,,Help desk; sysadmin; network/security ops,,,,,,,,Not Queried,,IDIQ,,,,,,"Secret, Top Secret",,Low,0,,DES intel lines,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
Defense Enterprise Office 365 Migration / DoD365,DOD365,DISA,Cyber,High,High,,47QFCA22F0047,47QFCA22F0047,GS00Q14OADU108,,"$1,525,618,176.00 ","$1,525,618,176.00 ",,,"$998,940,122.69 ","$8,680,894.64 ",4,,Microsoft,Microsoft,BOOZ ALLEN HAMILTON INC,JCBMLGPE6Z71,,Five Star Technology Solutions,,2021–Present,2021,Ongoing,9/6/2022,9/5/2026,9/6/2022,9/5/2026,9/5/2027,9/5/2027,,,,,,Crystal City VA; remote,"MCLEAN, VIRGINIA",,MCLEAN,VIRGINIA,22102,UNITED STATES,541330,541330,,,R499,R499,,,,,,“DOD365; Microsoft 365; Flank Speed; cloud migration”,,O365 admins; migration leads; help desk; Teams/Exchange engineers,,,,,,,,Not Queried,,BLANKET PURCHASE AGREEMENT,GSA FAS AAS FEDSIM,Federal Acquisition Service,NAVAL AIR WARFARE CENTER AIR DIV,,,Secret,,High,4,,CVR/CCPO support references,,,,TASK ORDER AWARD,"ONE ACQUISITION SOLUTION FOR INTEGRATED SERVICES (OASIS) PROFESSIONAL SERVICES MULTIPLE AGENCY CONTRACT, IGF::OT::IGF",
Defense Enterprise Office Solutions,DEOS,DISA,,Low,Low,,HHSN261200800001E,HHSN261200800001E,,,"$70,988,409,497.44 ","$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,CSRA / Leidos (team),CSRA / Leidos (team),LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,,,Multi-year,,,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,DoD & federal offices CONUS/OCONUS,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,“DEOS PMO referenced in DISA Hosting & Compute context”,,O365/Teams engineers; cloud architects; UC engineers; enterprise email support,,,,,,,,Not Queried,,ENTERPRISE CLOUD SAAS / UC CONTRACT,,,,,,"Public Trust, Secret, Top Secret",,Low,0,,Provided notes,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
Defense Health Agency Desktop to Datacenter,D2D,DoD,,Medium,Medium,,19AQMM18C0185,19AQMM18C0185,,$4.3B,$4.3B,"$2,447,737,874.85 ",,,"$1,495,085,754.52 ","$4,515,398,091.95 ",5952,,GDIT,GDIT,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SMNWM6HN79X5,,Leidos; Perspecta; DHA IT partners,,2020–2028,2020,2028,6/19/2019,8/7/2029,6/19/2019,8/7/2029,8/7/2029,8/7/2029,,,,,,San Antonio TX; NCR; Hawaii,"SPRINGFIELD, VIRGINIA",,SPRINGFIELD,VIRGINIA,22150,UNITED STATES,541614,541614,,,R706,R706,,,NONE,,,"“DHA, D2D, Desktop to Datacenter, GDIT”",,Desktop support; help desk; sysadmin; endpoint engineers,,,,,,,,Not Queried,,IDIQ,ACQUISITIONS - AQM MOMENTUM,Department of State,BUREAU OF DIPLOMATIC SECURITY,,,Secret,,Medium,1,,“Top 20 DoD Programs”,,,,GLOBAL SECURITY ENGINEERING&SUPPLY CHAIN SERVICES.,,
Defense Health Agency Modernization / MHS GENESIS,MHS GENESIS,DoD,,Medium,Medium,,HHSN261200800001E,HHSN261200800001E,,$4.3B,$4.3B,"$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,Leidos,Leidos,LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,Cerner;; Booz Allen Hamilton,,2015–2026,2015,2026,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,San Antonio TX; Falls Church VA,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,“DHA; MHS GENESIS; Leidos; Healthcare IT”,,Healthcare IT engineers; systems analysts; clinical/tech integration roles,,,,,,,,Not Queried,,IDIQ,,,,,,"Public Trust, Secret",,Low,0,,BD cross-reference,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
Defense Logistics Agency – J6 Enterprise Technology Services,DLA JETS,DoD,Professional Services,Medium,Medium,,,,,,,,,,,,,,Multiple (IDIQ pool),Multiple (IDIQ pool),,,,,,Fort Belvoir; DLA CONUS,,,,,,,,,,,,,,Secret (indicative),,,,,,,,,,,,,,,,,,IT Ops,,“DLA JETS”,,,,,,,,Not Queried,,MULTI-YEAR,,,,,,Secret,,,,,Medium,,,,,,
Defense Satellite Communications Modernization,DSCM (Satellite),Space Force,,Medium,Medium,,47QFRA19F0011,47QFRA19F0011,GS00Q09BGD0020,,"$1,026,717,176.60 ","$1,026,717,176.60 ",,,"$708,253,079.87 ","$10,015,496.00 ",2,,CACI,CACI,"CACI, INC. - FEDERAL",N3PBJAVNKF61,,,,Multi-year,,,5/8/2019,4/30/2024,5/8/2019,4/30/2024,4/30/2024,4/30/2024,,,,,,Colorado Springs; Fort Meade,"ARLINGTON, VIRGINIA",,ARLINGTON,VIRGINIA,22202,UNITED STATES,541512,541512,,,7010,7010,,,,,,“DSCM Satellite”,,SATCOM RF engineers; network engineers,,,,,,,,Not Queried,,SATCOM MODERNIZATION,GSA FAS AAS REGION 8,Federal Acquisition Service,,,,Secret,,Medium,1,,Row text,,,,DYNAMIC AND EVOLVING FEDERAL ENTERPRISE NETWORK DEFENSE GROUP A DEFEND A  OPTION EXERCISE AND TRANSFER FROM PIID 47QFCA18F0050,"THE SCOPE OF THE ALLIANT GWAC INCLUDES ANY AND ALL COMPONENTS OF AN INTEGRATED INFORMATION TECHNOLOGY (IT) SOLUTION, INCLUDING ALL CURRENT AND ANY NEW TECHNOLOGIES WHICH MAY EMERGE DURING THE LIFE CYC",
DFAS Enterprise IT Support – Secondary Row,DFAS-Peraton,DoD,,Medium,Medium,,47QFCA20F0015,47QFCA20F0015,47QTCK18D0030,,"$810,580,971.00 ","$810,580,971.00 ",,,"$600,708,181.07 ","$271,638,793.42 ",138,,Peraton,Peraton,PERATON ENTERPRISE SOLUTIONS LLC,MBSRAWAQ9559,,,,Ongoing,,Ongoing,12/18/2019,12/17/2026,12/18/2019,12/17/2026,12/17/2026,12/17/2026,,,,,,DFAS nationwide,"HERNDON, VIRGINIA",,HERNDON,VIRGINIA,20171,UNITED STATES,541512,541512,,,D399,D399,,,,,,“Finance IT support”,,Financial IT; ERP modernization,,,,,,,,Not Queried,,Services,GSA FAS AAS FEDSIM,Federal Acquisition Service,BUREAU OF CONSULAR AFFAIRS,,,Public Trust,,Medium,1,,Row listing,,,,"THE PURPOSE OF THIS TASK ORDER AWARD IS TO OBLIGATE $25,500,000.00 TO THE CONSULAR AFFAIRS ENTERPRISE INFRASTRUCTURE OPERATIONS REQUIREMENT.","IGF::OT::IGF  
GOVERNMENT-WIDE ACQUISITION CONTRACTS PROVIDE WORLDWIDE ACCESS TO IT SOLUTIONS SUCH AS SYSTEMS DESIGN, SOFTWARE ENGINEERING, INFORMATION ASSURANCE, AND ENTERPRISE ARCHITECTURE SOLUTIONS",
DFAS Enterprise Support,DFAS-Peraton,DoD,,Medium,Medium,,47QFCA20F0015,47QFCA20F0015,47QTCK18D0030,,"$810,580,971.00 ","$810,580,971.00 ",,,"$600,708,181.07 ","$271,638,793.42 ",138,,Peraton,Peraton,PERATON ENTERPRISE SOLUTIONS LLC,MBSRAWAQ9559,,,,Ongoing,,Ongoing,12/18/2019,12/17/2026,12/18/2019,12/17/2026,12/17/2026,12/17/2026,,,,,,DFAS sites,"HERNDON, VIRGINIA",,HERNDON,VIRGINIA,20171,UNITED STATES,541512,541512,,,D399,D399,,,,,,“Finance IT”,,Financial systems IT; ERP support,,,,,,,,Not Queried,,Services,GSA FAS AAS FEDSIM,Federal Acquisition Service,BUREAU OF CONSULAR AFFAIRS,,,Public Trust,,Medium,1,,,,,,"THE PURPOSE OF THIS TASK ORDER AWARD IS TO OBLIGATE $25,500,000.00 TO THE CONSULAR AFFAIRS ENTERPRISE INFRASTRUCTURE OPERATIONS REQUIREMENT.","IGF::OT::IGF  
GOVERNMENT-WIDE ACQUISITION CONTRACTS PROVIDE WORLDWIDE ACCESS TO IT SOLUTIONS SUCH AS SYSTEMS DESIGN, SOFTWARE ENGINEERING, INFORMATION ASSURANCE, AND ENTERPRISE ARCHITECTURE SOLUTIONS",
DGFS (RTX),DGFS,DoD,Weapon Systems,Medium,Medium,,N0001918C1021,N0001918C1021,,,"$7,936,627,479.45 ","$7,936,627,479.45 ",,,"$8,688,654,906.89 ","$239,545,634.04 ",53,,Raytheon (RTX),Raytheon (RTX),RTX CORPORATION,QN1BCFY7JDJ5,,,,Ongoing,,Ongoing,3/23/2018,12/30/2024,3/23/2018,12/30/2024,12/30/2024,12/30/2024,,,,,,Tucson AZ + other sites,"EAST HARTFORD, CONNECTICUT",,EAST HARTFORD,CONNECTICUT,6118,UNITED STATES,336412,336412,,,2840,2840,,,NONE,,,“DGFS RTX”,,Munitions engineers; missile specialists,,,,,,,,Not Queried,,PROGRAM,NAVAL AIR SYSTEMS COMMAND,Department of the Navy,NAVAL AIR SYSTEMS COMMAND,,,Secret,,Low,0,,,,,,LOT 12 AAC LONG LEAD FOR PROPULSION SYSTEMS,,
DHA Enterprise IT Services BPA,EITSI,DoD,,Medium,Medium,,,,,$2B,$2B,,,,,,,,Peraton (Perspecta heritage),Peraton (Perspecta heritage),,,,Multiple,,2022–,2022,,,,2022,,,,,,,,,DHA sites,,,,,,,,,,,,,,,,,,“Health IT”,,Service desk; modernization; health IT,,,,,,,,,,BPA,,,,,,"Public Trust, Secret",,,,,Provided entry,,,,,,
DHA Enterprise IT Transformation,EITSI (BPA),DoD,,High,High,,,,,$2B,$2B,,,,,,,,Peraton (Perspecta),Peraton (Perspecta),,,,Multiple,,2022+,2022,,,,2022,,,,,,,,,DHA sites,,,,,,,,,,,,,,,,,,“Perspecta secures $2B BPA”,,Health IT desk; modernization engineers; cyber,,,,,,,,,,BPA,,,,,,"Public Trust, Secret",,,,,BPA news references,,,,,,
DHS Cybersecurity Support Contract,,DHS,Cyber,Low,Low,,,,,,,,,,,,,,Five Star Technology Solutions,Five Star Technology Solutions,,,,,,Ongoing,,Ongoing,,,,Ongoing,,,,,,,,DC Metro,,,,,,,,,,,,,,,,,,“He runs 100 people on a DHS DISA I think project”,,Cybersecurity SMEs; program managers,,,,,,,,Not Queried,,Services,,,,,,Top Secret,,,,,Provided context,,,,,,
DHS Data Center 2,DC2,DHS,,Medium,Medium,,GST0011AJ0025,GST0011AJ0025,GS00Q09BGD0056,,"$1,114,022,610.00 ","$1,114,022,610.00 ",,,"$609,128,623.96 ","$535,137,651.00 ",315,,GDIT / Peraton (indicative),GDIT / Peraton (indicative),NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,JER6HDF9APP1,,Multiple,,Ongoing,,Ongoing,2/2/2011,5/2/2018,2/2/2011,5/2/2018,5/2/2018,5/2/2018,,,,,,DC2 sites,"MC LEAN, VIRGINIA",,MC LEAN,VIRGINIA,22101,UNITED STATES,541512,541512,,,R499,R499,,,NONE,,,“DHS DC2”,,DC engineers; ops; cloud,,,,,,,,Not Queried,,DC HOSTING,,,,,,"Public Trust, Secret",,Medium,2,,,,,,"IS TO PROVIDE SUPPORT FOR THE CONTINUED OPERATIONS, MAINTENANCE AND EVOLUTION OF DEPARTMENT OF HOMELAND SECURITY (DHS) CLASSIFIED NETWORKS. DHS CLASSIFIED NETWORKS ARE A FEDERAL ENTERPRISE INFRASTRUCTURE FOR CLASSIFIED INFORMATION SHARING WHICH EXTEND EXISTING US GOVERNMENT CAPABILITIES NOT ONLY TO THE DEPARTMENT OF HOMELAND SECURITY AND ITS COMPONENTS, BUT TO OTHER FEDERAL GOVERNMENT AGENCIES, AND TO FIRST RESPONDERS AT THE STATE, LOCAL, AND TRIBAL LEVELS.","THE SCOPE OF THE ALLIANT GWAC INCLUDES ANY AND ALL COMPONENTS OF AN INTEGRATED INFORMATION TECHNOLOGY (IT) SOLUTION, INCLUDING ALL CURRENT AND ANY NEW TECHNOLOGIES WHICH MAY EMERGE DURING THE LIFE CYC",
DHS Enterprise IT Services I,EITS I,DHS,,Medium,Medium,,FA877319FA023,FA877319FA023,GS00Q14OADS129,,"$47,518,825.61 ","$47,518,825.61 ",,,"$39,874,973.53 ",,,,Leidos / SAIC (indicative),Leidos / SAIC (indicative),MOSAIC TECHNOLOGIES GROUP LLC,K3XCTTC4VDR5,,Multiple subs,,Ongoing,,Ongoing,4/28/2019,10/27/2025,4/28/2019,10/27/2025,7/27/2026,7/27/2026,,,,,,DHS HQ,"SAN ANTONIO, TEXAS",,SAN ANTONIO,TEXAS,78243,UNITED STATES,541330,541330,,,R425,R425,,,,,,“DHS HQ IT”,,IT services; enterprise support,,,,,,,,Not Queried,,Task Order,FA8773 ACC 38 CONS,Department of the Air Force,67 CW,,,"Public Trust, Secret",,Medium,1,,,,,,OT ADVISORY AND ASSISTANCE PROFESSIONAL SERVICES IN SUPPORT OF THE 688 OSS,"ONE ACQUISITION SOLUTION FOR INTEGRATED SERVICES (OASIS) PROFESSIONAL SERVICES MULTIPLE AGENCY CONTRACT, IGF::OT::IGF",
DIA Battlefield Information Networks / BICES-X,BICES-X,DIA,C5ISR,High,High,,47QFRA24F0005,47QFRA24F0005,47QTCK18D0009,,"$1,043,328,503.00 ","$1,043,328,503.00 ",,,"$681,999,277.86 ","$1,008,209,906.52 ",752,,CACI,CACI,"CACI, INC. - FEDERAL",N3PBJAVNKF61,,Peraton; GDIT,,Ongoing,,Ongoing,5/1/2024,4/30/2026,5/1/2024,4/30/2026,4/30/2027,4/30/2027,,,,,,Offutt AFB NE; Stuttgart Germany,"ARLINGTON, VIRGINIA",,ARLINGTON,VIRGINIA,22203,UNITED STATES,541512,541512,,,DA01,DA01,,,,,,"“BICES-X,” “DIA,” “Offutt,” “TS/SCI”",,Network engineers; sysadmins; cyber analysts,,,,,,,,Not Queried,,IDIQ,GSA FAS AAS REGION 8,Federal Acquisition Service,Off of the Dir CISA,,,TS/SCI,,Medium,2,,DIA mapping examples,,,,CDM DEFEND GROUP A  BRIDGE TASK ORDER,"IGF::OT::IGF  
GOVERNMENT-WIDE ACQUISITION CONTRACTS PROVIDE WORLDWIDE ACCESS TO IT SOLUTIONS SUCH AS SYSTEMS DESIGN, SOFTWARE ENGINEERING, INFORMATION ASSURANCE, AND ENTERPRISE ARCHITECTURE SOLUTIONS",
DIA EMERALD,EMERALD,NGA,Professional Services,Medium,Medium,,80GSFC19C0063,80GSFC19C0063,,,"$1,800,000,000.00 ","$1,800,000,000.00 ",,,"$1,414,704,681.90 ","$637,927,785.30 ",1514,,Peraton (Perspecta heritage),Peraton (Perspecta heritage),PERATON INC.,ZBPQEJVECCT4,,,,Springfield VA (likely),,,10/1/2019,3/31/2026,10/1/2019,3/31/2026,3/31/2026,3/31/2026,,,,,,TS/SCI,"HERNDON, VIRGINIA",,HERNDON,VIRGINIA,20170,UNITED STATES,517919,517919,,,D318,D318,,,NONE,,,Intel,,“Talent acquisition lead at Perspecta (now Peraton) for NGA’s EMERALD contract”,,,,,,,,Not Queried,,ONGOING,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,,,Secret,,Medium,1,,Medium,,,,THE EXPLORATION AND SPACE COMMUNICATIONS PROJECTS DIVISION (ESC) IS A NATIONAL RESOURCE LOCATED AT GODDARD SPACE FLIGHT CENTER (GSFC) WHICH ENABLES SCIENTIFIC DISCOVERY AND SPACE EXPLORATION BY PROVIDING INNOVATIVE AND MISSION-EFFECTIVE SPACE COMMUNICATIONS AND NAVIGATION SOLUTIONS TO A LARGE COMMUNITY OF DIVERSE CUSTOMERS.  ESC MANAGES OPERATIONAL GEOSTATIONARY COMMUNICATIONS RELAY SATELLITES AND GROUND SYSTEMS FOR THE SPACE COMMUNICATIONS AND NAVIGATION (SCAN) PROGRAM AT NASA HEADQUARTERS.  TO,,
DIA Information Systems Engineering Office,ISEO,DIA,,High,High,,HHSN261200800001E,HHSN261200800001E,,$400M,$400M,"$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,Leidos,Leidos,LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,Insight Global; TEKsystems,,2020–2027,2020,2027,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,Reston VA; JBAB DC,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,“DIA IT Sustainment”,,Sysadmin; help desk; desktop support,,,,,,,,Not Queried,,IDIQ,,,,,,TS/SCI,,Medium,1,,AI-Generated playbook,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
DIA Infrastructure Services Enterprise Ops,ISEO,DIA,Intel,High,High,,HHSN261200800001E,HHSN261200800001E,,$401M,$401M,"$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,Leidos,Leidos,LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,SHINE Systems + others,,~2020–2025,2020,2025,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,JBAB DC; Reston VA,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,“Leidos secures $401M… manage DIA IT operations”,,Service desk; data center ops; mobile/IA teams,,,,,,,,Not Queried,,Task Order,,,,,,TS/SCI w/ Poly,,Medium,1,,Contract award notes,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
DIA Infrastructure Services Ops,ISEO,DIA,,High,High,,HHSN261200800001E,HHSN261200800001E,,$401M,$401M,"$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,Leidos,Leidos,LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,SHINE Systems (SB),,~2020–2025,2020,2025,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,DIA HQ (DC) + field sites,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,“DIA ISEO… modernization & O&M… small biz”,,Service desk; mobile support; IA & data center,,,,,,,,Not Queried,,Single Award,,,,,,TS/SCI,,Medium,1,,Award description,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
DIA ISEO,ISEO,DIA,,High,High,,NSFDACS1219442,NSFDACS1219442,,$400M,$400M,"$3,147,349,027.98 ",,,"$3,081,207,083.64 ","$1,083,585,676.04 ",2094,,Leidos,Leidos,LOCKHEED MARTIN CORPORATION,NTWCWULE48A8,,,,Ongoing,,Ongoing,12/23/2011,9/30/2026,12/23/2011,9/30/2026,9/30/2026,9/30/2026,,,,,,Washington DC (Bolling); remote sites,,,,,,ANTARCTICA,561210,561210,,,M1HA,M1HA,,,NONE,,,“DIA ISEO – Leidos – TS/SCI IT workforce”,,IT support; help desk; desktop support,,,,,,,,Not Queried,,,,,,,,TS/SCI,,Medium,2,,Line from BD artifacts,,,,SCIENCE OPERATION AND MAINTENANCE SUPPORT FOR THE UNITED STATES ANTARCTIC PROGRAM,,
DIA ISEO (IT Sustainment for DIA),ISEO,DIA,Intel,High,High,,HHSN261200800001E,HHSN261200800001E,,$400M,$400M,"$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,Leidos,Leidos,LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,Smaller cleared firms (unnamed),,Ongoing,,Ongoing,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,Washington DC; Fort Meade MD,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,“Staffing surge… clearance delays… BICES similarities”,,Help desk; desktop; surge staffing,,,,,,,,Not Queried,,,,,,,,TS/SCI,,Medium,1,,Notes in program extraction,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
DIA IT Sustainment & Engineering Office,ISEO,DIA,Intel,High,High,,HHSN261200800001E,HHSN261200800001E,,$400M,$400M,"$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,Leidos,Leidos,LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,Apex Systems; Insight Global,,Multi-year,,,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,Reston VA; JBAB DC,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,"“DIA ISEO,” “Help Desk,” “PTS angle”",,Help desk; desktop; IT sustainment engineers,,,,,,,,Not Queried,,COST-PLUS / SUSTAINMENT,,,,,,TS/SCI,,Medium,1,,BD Playbook examples,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
DIA IT Sustainment & Enterprise Ops,ISEO,DIA,Intel,High,High,,NSFDACS1219442,NSFDACS1219442,,$400M,$400M,"$3,147,349,027.98 ",,,"$3,081,207,083.64 ","$1,083,585,676.04 ",2094,,Leidos,Leidos,LOCKHEED MARTIN CORPORATION,NTWCWULE48A8,,SHINE Systems (SB) + others,,5+ years,,,12/23/2011,9/30/2026,12/23/2011,9/30/2026,9/30/2026,9/30/2026,,,,,,JBAB DC; DIA field sites,,,,,,ANTARCTICA,561210,561210,,,M1HA,M1HA,,,NONE,,,“$400M… large TS/SCI help desk & network ops”,,Tier 1–3 help desk; VIP support; network operations,,,,,,,,Not Queried,,IDIQ,,,,,,TS/SCI,,Medium,2,,Program line,,,,SCIENCE OPERATION AND MAINTENANCE SUPPORT FOR THE UNITED STATES ANTARCTIC PROGRAM,,
DIA IT Sustainment & Enterprise Ops (Task Order),ISEO,DIA,Intel,High,High,,HHSN261200800001E,HHSN261200800001E,,$400M,$400M,"$70,988,409,497.44 ",,,"$4,813,063,024.90 ",,,,Leidos,Leidos,LEIDOS BIOMEDICAL RESEARCH INC,HV8BH9BPG8Y9,,SHINE Systems + small SBs,,5+ years,,,9/26/2008,9/6/2024,9/26/2008,9/6/2024,9/6/2024,9/6/2024,,,,,,JBAB DC; Reston VA,"FREDERICK, MARYLAND",,FREDERICK,MARYLAND,21702,UNITED STATES,561210,561210,,,M181,M181,,,NONE,,,“Backbone enterprise IT… small cleared firms fill routine support”,,Desktop/VIP support; service desk; network ops,,,,,,,,Not Queried,,IDIQ,,,,,,TS/SCI,,Medium,1,,Provided BD notes,,,,TAS::75 0849::TAS  OPER OF GOVT R&D GOCO FACILITIES,,
DIA IT Sustainment (ISEO),ISEO,DIA,Sustainment,High,High,,NSFDACS1219442,NSFDACS1219442,,$400M,$400M,"$3,147,349,027.98 ",,,"$3,081,207,083.64 ","$1,083,585,676.04 ",2094,,Leidos,Leidos,LOCKHEED MARTIN CORPORATION,NTWCWULE48A8,,Small firms (surge IT),,Multi-year,,,12/23/2011,9/30/2026,12/23/2011,9/30/2026,9/30/2026,9/30/2026,,,,,,Reston VA; Bolling AFB; CO,,,,,,ANTARCTICA,561210,561210,,,M1HA,M1HA,,,NONE,,,“ISEO… staffing gaps… surge TS/SCI support”,,Desktop; help desk; TS-cleared techs,,,,,,,,Not Queried,,,,,,,,TS/SCI,,Medium,2,,BD notes,,,,SCIENCE OPERATION AND MAINTENANCE SUPPORT FOR THE UNITED STATES ANTARCTIC PROGRAM,,
DIA SITE III,SITE III,DIA,Intel,Medium,Medium,,NSFDACS1219442,NSFDACS1219442,,$12.6B,$12.6B,"$3,147,349,027.98 ",,,"$3,081,207,083.64 ","$1,083,585,676.04 ",2094,,Leidos,Leidos,LOCKHEED MARTIN CORPORATION,NTWCWULE48A8,,Booz Allen; SAIC,,2021–2031,2021,2031,12/23/2011,9/30/2026,12/23/2011,9/30/2026,9/30/2026,9/30/2026,,,,,,Worldwide CONUS/OCONUS,,,,,,ANTARCTICA,561210,561210,,,M1HA,M1HA,,,NONE,,,“DIA; Multi-Int; Big Data”,,DevSecOps; cyber; AI/ML; big data,,,,,,,,Not Queried,,IDIQ,,,,,,TS/SCI w/ Poly,,Medium,2,,Site III ecosystem notes,,,,SCIENCE OPERATION AND MAINTENANCE SUPPORT FOR THE UNITED STATES ANTARCTIC PROGRAM,,
