"Type","FullName","Length","LastWriteTime"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\ipaddr.js\README.md","8309","1/16/2026 3:15:00 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\search\spending_by_award_count.md","8264","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\safer-buffer\Readme.md","8261","1/16/2026 3:15:02 PM"
"MARKDOWN","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\safer-buffer\Readme.md","8261","1/25/2026 9:20:01 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\axios\package.json","8258","1/16/2026 3:16:01 PM"
"MARKDOWN","C:\N8N Builder\external\akshayakula-OpenSAM\VECTOR_STORE_INTEGRATION.md","8256","1/19/2026 11:35:10 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\sdvosb_targeting\PROGRAM_PLAYBOOK_DES.md","8255","1/22/2026 1:20:59 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\sdvosb_targeting\PROGRAM_PLAYBOOK_MCEN.md","8254","1/22/2026 1:20:59 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-validation-expert\README.md","8246","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\external\n8n-mcp\.claude\agents\n8n-mcp-tester.md","8230","1/16/2026 11:09:03 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\download\transactions.md","8196","1/21/2026 10:03:01 AM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\economic\corruptionpi_lookup.csv","8167","1/19/2026 2:05:00 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\economic\corruptionpi_lookup.csv","8167","1/19/2026 2:15:28 PM"
"MARKDOWN","C:\N8N Builder\README-OLD.md","8114","1/16/2026 11:14:10 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\iconv-lite\Changelog.md","8088","1/16/2026 3:15:39 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\sdvosb_targeting\PROGRAM_PLAYBOOK_Azure_Gov.md","8079","1/22/2026 1:20:59 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\contract\CompetitionClassification.csv","8053","1/19/2026 2:04:56 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\contract\CompetitionClassification.csv","8053","1/19/2026 2:15:24 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Peraton.md","7980","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\bulk_download\awards.md","7971","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\references\filter_tree\tas.md","7969","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\exports\BD_ENHANCEMENT_REPORT.md","7936","1/21/2026 1:15:22 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\BD_ENHANCEMENT_REPORT.md","7936","1/21/2026 4:16:00 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\EXECUTIVE_SUMMARY.md","7894","1/21/2026 4:48:20 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\idvs\awards.md","7873","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\router\node_modules\path-to-regexp\Readme.md","7850","1/16/2026 3:15:04 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-mcp\.claude\agents\api-integration-researcher.md","7832","1/16/2026 11:09:03 AM"
"MARKDOWN","C:\N8N Builder\external\akshayakula-OpenSAM\NAICS_SEARCH_GUIDE.md","7815","1/19/2026 11:35:10 PM"
"CSV","C:\N8N Builder\output\program_intelligence\06_hot_programs_hiring_now.csv","7798","1/21/2026 8:59:52 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws-crypto\sha256-browser\CHANGELOG.md","7722","1/16/2026 3:15:38 PM"
"EXCEL","C:\N8N Builder\data\bullhorn\exports\E2445EE2-BCF3-88F3-EE81204A2EB5BA0E.XLS","7680","1/21/2026 3:45:36 PM"
"EXCEL","C:\N8N Builder\data\bullhorn\exports\E24A6E75-BEBA-C7D3-A7AFCA559F6316A1.XLS","7680","1/21/2026 3:45:37 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\asynckit\README.md","7640","1/16/2026 3:14:57 PM"
"MARKDOWN","C:\N8N Builder\docs\PIPELINE-QUICK-START.md","7639","1/21/2026 11:43:41 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\references\data_dictionary.md","7577","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\TOP_50_HOTTEST_JOBS_JANUARY_2026.md","7568","1/29/2026 12:10:11 PM"
"MARKDOWN","C:\N8N Builder\output\EMAIL_OUTREACH_PLAYBOOK.md","7534","1/29/2026 12:04:11 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\sdvosb_targeting\PROGRAM_PLAYBOOK_DCCO.md","7521","1/22/2026 1:20:59 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\recipient\duns\recipient_id.md","7514","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\awards\funding.md","7506","1/21/2026 10:03:01 AM"
"CSV","C:\N8N Builder\output\program_intelligence\07_multi_site_programs.csv","7501","1/21/2026 8:59:52 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\fill-range\README.md","7486","1/16/2026 3:31:27 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\serve-static\README.md","7450","1/16/2026 3:15:02 PM"
"CSV","C:\N8N Builder\data\contacts_databases\Prime_Contacts\Sierra_Nevada_Contacts.csv","7440","1/23/2026 1:44:07 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\references\filter_tree\tas\agency\federal_account.md","7422","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\recipient\recipient_id.md","7381","1/21/2026 10:03:01 AM"
"CSV","C:\N8N Builder\external\usaspending-api\usaspending_api\data\testing_data\FMS_GWA_EXPORT_APPN.csv","7329","1/21/2026 10:03:03 AM"
"JSON","C:\N8N Builder\workflows\pipelines\competitor-analysis.json","7319","1/25/2026 9:12:31 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\bowser\README.md","7317","1/16/2026 3:15:25 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@jridgewell\trace-mapping\README.md","7300","1/16/2026 3:31:28 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\idvs\activity.md","7293","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\skills\n8n-workflow-patterns\README.md","7273","1/16/2026 11:23:04 AM"
"CSV","C:\N8N Builder\data\federal\Federal Programs ENRICHED.csv","7233","1/19/2026 10:03:10 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\bowser\CHANGELOG.md","7227","1/16/2026 3:15:24 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\sdvosb_targeting\PROGRAM_PLAYBOOK_GSMO.md","7178","1/22/2026 1:20:59 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\minimatch\README.md","7171","1/16/2026 3:31:27 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\location\RDP_QA.csv","7157","1/19/2026 2:05:01 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\location\RDP_QA.csv","7157","1/19/2026 2:15:29 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\is-glob\README.md","7145","1/16/2026 3:31:27 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\docs\INSTALLATION.md","7113","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\bd_playbooks\CAMPAIGNS_MASTER_PLAYBOOK.md","7065","1/21/2026 4:54:56 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\gap_analysis\GAP_CONTACT_ACTION_LIST.md","7031","1/22/2026 2:34:05 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\notes_deep_analysis\NOTES_INTELLIGENCE_REPORT.md","7017","1/22/2026 5:28:26 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_UPS_Capital.md","7016","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\reports\V4-EXECUTION-STATUS.md","6981","1/21/2026 1:02:36 AM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\package-lock.json","6979","1/25/2026 9:20:17 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@pkgjs\parseargs\CHANGELOG.md","6968","1/16/2026 3:31:29 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\@types\aws-lambda\package.json","6962","1/16/2026 3:31:27 PM"
"JSON","C:\N8N Builder\external\usaspending-api\usaspending_api\references\tests\data\broker_gtas.json","6950","1/21/2026 10:03:04 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\readdirp\README.md","6942","1/16/2026 3:31:27 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws-crypto\sha256-js\CHANGELOG.md","6940","1/16/2026 3:15:40 PM"
"MARKDOWN","C:\N8N Builder\output\GEOGRAPHIC_TERRITORY_MAP.md","6938","1/29/2026 12:12:52 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\type-is\HISTORY.md","6864","1/16/2026 3:15:00 PM"
"MARKDOWN","C:\N8N Builder\output\reports\SETUP_COMPLETE.md","6852","1/16/2026 11:15:02 AM"
"MARKDOWN","C:\N8N Builder\output\CONTRACT_OPPORTUNITY_CALENDAR.md","6846","1/29/2026 12:13:52 PM"
"CSV","C:\N8N Builder\output\intelligence\bullhorn\job_opportunities\opportunities_NGEN.csv","6824","1/22/2026 2:00:10 PM"
"MARKDOWN","C:\N8N Builder\external\akshayakula-OpenSAM\ENHANCED_SEARCH_FEATURES.md","6798","1/19/2026 11:35:09 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\raw-body\HISTORY.md","6785","1/16/2026 3:15:00 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\disaster\cfda\spending.md","6774","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\MASTER_BD_PLAYBOOK_INDEX.md","6765","1/29/2026 12:05:44 PM"
"MARKDOWN","C:\N8N Builder\output\reports\DISCOVERY-ENGINE-QUICK-START.md","6764","1/19/2026 9:35:23 PM"
"MARKDOWN","C:\N8N Builder\output\PERFORMANCE_DASHBOARD_2026.md","6701","1/29/2026 11:58:53 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Norfolk_Southern.md","6667","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\data_reformatting.md","6664","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\reporting\agencies\overview.md","6660","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\job_analyzer\JOB_POSTING_ANALYSIS_TEMPLATE.md","6650","1/22/2026 1:23:47 PM"
"MARKDOWN","C:\N8N Builder\output\reports\FILTERING-RESULTS-SUMMARY.md","6624","1/19/2026 10:30:52 AM"
"JSON","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\.package-lock.json","6621","1/25/2026 9:20:17 PM"
"JSON","C:\N8N Builder\workflows\templates\http-with-retry.json","6619","1/25/2026 9:13:20 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\arg\README.md","6605","1/16/2026 3:31:27 PM"
"MARKDOWN","C:\N8N Builder\projects\n8n-mcp-installation-verification.md","6603","1/19/2026 2:25:45 PM"
"MARKDOWN","C:\N8N Builder\external\govbizops\README.md","6598","1/19/2026 11:31:58 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\office\Lookup_MajorCommandID.csv","6596","1/19/2026 2:15:32 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\office\Lookup_MajorCommandID.csv","6596","1/19/2026 2:05:04 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\disaster\agency\spending.md","6589","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\iconv-lite\README.md","6587","1/25/2026 9:20:01 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\iconv-lite\README.md","6587","1/16/2026 3:15:40 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\router\HISTORY.md","6571","1/16/2026 3:15:05 PM"
"MARKDOWN","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\raw-body\README.md","6553","1/25/2026 9:20:01 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\raw-body\README.md","6553","1/16/2026 3:15:02 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Microsoft.md","6551","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws\lambda-invoke-store\README.md","6551","1/16/2026 3:15:03 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\disaster\cfda\loans.md","6540","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Hewlett_Packard.md","6516","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\is-number\README.md","6514","1/16/2026 3:31:27 PM"
"CSV","C:\N8N Builder\data\federal\DISCOVERED_PROGRAMS_QUALIFIED_V2.csv","6508","1/20/2026 8:25:22 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\disaster\federal_account\spending.md","6506","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\type-is\README.md","6504","1/16/2026 3:15:02 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Boeing.md","6460","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\follow-redirects\README.md","6456","1/16/2026 3:15:06 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\crc-32\README.md","6445","1/16/2026 3:31:28 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\reporting\agencies\toptier_code\overview.md","6438","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\external\IncrediblyHungie-sam-gov-scraper\README.md","6429","1/19/2026 11:35:19 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\uri-js\README.md","6416","1/16/2026 3:15:53 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\productorservice\ProductServiceOrRnDarea.csv","6366","1/19/2026 2:15:39 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\productorservice\ProductServiceOrRnDarea.csv","6366","1/19/2026 2:05:11 PM"
"JSON","C:\N8N Builder\external\Apify Puppeteer Scraper\INPUT (5).json","6363","1/22/2026 1:47:38 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\data_cleanup\DATA_CLEANUP_REPORT.md","6321","1/21/2026 11:43:20 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\etl\management\sql\c_file_linkage\C_to_D_Linkage.md","6300","1/21/2026 10:03:03 AM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\location\Location_COW_ccode.csv","6267","1/19/2026 2:05:01 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\location\Location_COW_ccode.csv","6267","1/19/2026 2:15:29 PM"
"CSV","C:\N8N Builder\data\program_notion_export_databases\?? Insight Global Jobs - Program Mapped All.csv","6264","1/11/2026 8:56:42 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\zod\README.md","6247","1/16/2026 3:16:23 PM"
"MARKDOWN","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\zod\README.md","6247","1/25/2026 9:20:07 PM"
"MARKDOWN","C:\N8N Builder\data\program_notion_export_databases\Integration Setup & Workflow ? Program Mapping Int 4871539eab684a3c90999e96538dfa18.md","6213","1/11/2026 8:56:42 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Merlin_International_Inc.md","6213","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\picomatch\CHANGELOG.md","6203","1/16/2026 3:31:29 PM"
"MARKDOWN","C:\N8N Builder\external\akshayakula-OpenSAM\SUPABASE_SETUP.md","6196","1/19/2026 11:35:10 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_North_American_Container.md","6190","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_The_Southern_Company.md","6186","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Peachtree_Protective_Covers.md","6182","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Fedex_Truckload_Brokerage.md","6161","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Genuine_Parts_Company.md","6159","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_First_Advantage_Corp.md","6155","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Lonza_-_Walkersville_MD.md","6136","1/22/2026 1:26:30 PM"
"CSV","C:\N8N Builder\data\reference\Lookup-Tables\ReasonNotCompleted.csv","6127","1/19/2026 2:15:23 PM"
"CSV","C:\N8N Builder\data\reference\DIIG-CSIS-Lookup-Tables\ReasonNotCompleted.csv","6127","1/19/2026 2:04:55 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Pangborn_Corporation.md","6118","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Altera_Digital_Health.md","6097","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Georgia_Power_Company.md","6089","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_SRA_International.md","6080","1/22/2026 1:26:30 PM"
"JSON","C:\N8N Builder\external\capture-mcp-server\node_modules\ts-node\package.json","6077","1/16/2026 3:31:32 PM"
"CSV","C:\N8N Builder\output\bd_hot_hiring_programs.csv","6065","1/21/2026 12:31:58 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\recommendations\WEEKLY_ACTION_PLAN.md","6043","1/21/2026 10:02:03 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws-crypto\crc32\CHANGELOG.md","6036","1/16/2026 3:15:25 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Delta_Airlines.md","6035","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Lonza_-_Hayward_CA.md","6031","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Home_Depot.md","6020","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\reports\PIPELINE-BUILD-SUMMARY.md","6015","1/19/2026 2:14:03 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Northrop_Grumman.md","6011","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Emory_University.md","6010","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\disaster\object_class\spending.md","5999","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_General_Dynamics.md","5984","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\http-errors\README.md","5962","1/16/2026 3:15:01 PM"
"MARKDOWN","C:\N8N Builder\mcp\n8n-orchestrator-mcp\node_modules\http-errors\README.md","5962","1/25/2026 9:20:01 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_Cox_Enterprises.md","5951","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_The_Home_Depot.md","5899","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\territory_grab\TERRITORY_GRAB_REPORT.md","5892","1/22/2026 6:21:06 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\@aws-lambda-powertools\commons\README.md","5890","1/16/2026 3:16:06 PM"
"MARKDOWN","C:\N8N Builder\external\n8n-skills\CLAUDE.md","5869","1/16/2026 11:23:04 AM"
"MARKDOWN","C:\N8N Builder\external\usaspending-api\usaspending_api\api_contracts\contracts\v2\disaster\agency\loans.md","5849","1/21/2026 10:03:01 AM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_CACI.md","5844","1/22/2026 1:26:30 PM"
"JSON","C:\N8N Builder\workflows\scheduled\daily-scrape.json","5836","1/25/2026 9:10:34 PM"
"MARKDOWN","C:\N8N Builder\src\knowledge_base\README.md","5778","1/23/2026 9:35:42 PM"
"CSV","C:\N8N Builder\external\usaspending-api\usaspending_api\data\dabs_submission_window_schedule.csv","5749","1/21/2026 10:03:02 AM"
"JSON","C:\N8N Builder\workflows\scheduled\weekly-report.json","5731","1/25/2026 9:10:38 PM"
"MARKDOWN","C:\N8N Builder\output\intelligence\bullhorn\all_playbooks\PLAYBOOK_ADP.md","5730","1/22/2026 1:26:30 PM"
"MARKDOWN","C:\N8N Builder\external\capture-mcp-server\node_modules\punycode\README.md","5719","1/16/2026 3:15:00 PM"
"JSON","C:\N8N Builder\workflows\templates\generated\generated_bd_playbook_generator.json","5710","1/27/2026 1:44:39 AM"
"EXCEL","C:\N8N Builder\data\bullhorn\exports\E24710A0-C415-5F41-C5F6D0CABFA7D603.XLS","5632","1/21/2026 3:45:37 PM"
