piid,description,obligated_amount,base_and_all_options,awarding_agency,recipient_name,naics,pop_end_date,pop_potential_end_date,pop_city,pop_state,extent_competed,estimated_recompete
HQ085020C0009,SPACE TRANSPORT LAYER TRANCHE 0 (QTY 10 SPACE VEHICLES),0,0,,,541715,,,,,,
HQ085020C0008,SPACE TRANSPORT LAYER TRANCHE 0 (QTY. 10 SPACE VEHICLES),0,0,,,541715,,,,,,
FA881820F0102,EDIS TO 102 ENTERPRISE GROUND SYSTEM,0,0,,,541715,,,,,,
80NM0020F0080,ADVANCED MULTI-MISSION OPERATING SYSTEM (AMMOS) (93-107877),0,0,,,541715,,,,,,
FA807520F0063,"SPECIAL PROJECTS AND OPERATIONAL TESTING FOR NAVAL SURFACE WARFARE CENTER, PANAMA CITY DIVISION",0,0,,,541715,,,,,,
W56KGY20F0067,THIS TASK ORDER IS CREATED FOR OPERATION AND SUSTAINMENT OF THE STAMP FOLLOW-ON REQUIREMENT.,0,0,,,541715,,,,,,
N0017320C6002,C4ISR RDT&E LABOR,0,0,,,541715,,,,,,
HDTRA120C0038,X-RAY SIMULATORS FOR TEST AND EVALUATION OF NUCLEAR SURVIVABILITY,0,0,,,541715,,,,,,
FA945320F0205,NEW RISE TO5 - SPACE SOLAR POWER INCREMENTAL DEMONSTRATION&RESEARCH (SSPIDR),0,0,,,541715,,,,,,
80NM0020F0054,NEAR EARTH OBJECT SURVEYOR (NEO SURVEYOR) PROJECT (71-107722),0,0,,,541715,,,,,,
75N93020C00032,CLINICAL RESEARCH PRODUCTS DEVELOPMENT CENTER (CRPMC),0,0,,,541715,,,,,,
47QFCA20C0019,COSMIC AES SBIR III CONTRACT 47QFCA20C0019. THIS CONTRACT IS FOR OTHER FUNCTIONS.,0,0,,,541715,,,,,,
W31P4Q20FB003,"TECHNICAL ENGINEERING SUPPORT FOR THE CCDC, AVIATION AND MISSILE CENTER (AVMC), SOFTWARE, SIMULATION, SYSTEMS ENGINEERING, AND INTEGRATION (S3I) DIRECTORATE. THIS TASK ORDER PROVIDES SUPPORT TO THE SOFTWARE MISSION ASSURANCE ASSOCIATE AREA.",0,0,,,541715,,,,,,
W56KGU20F0015,"THE PURPOSE OF THIS ACTION IS TO AWARD A BASE YEAR, WITH 3 OPTION YEARS TASK ORDER CYBER AND GROUND ELECTRONIC WARGARE SUPPORT (CAGES).",0,0,,,541715,,,,,,
80MSFC20C0034,"WORK REQUIRED FOR THE DESIGN, DEVELOPMENT, MANUFACTURE, TEST, LAUNCH, DEMONSTRATION, AND ENGINEERING SUPPORT OF THE HUMAN LANDING SYSTEM (HLS) INTEGRATED LANDER.",0,0,,,541715,,,,,,
75A50120C00097,"THIS SYSTEM WOULD BE USED AND INTEGRATED WITHIN ROUTINE CARE FOR BURNS AND TRAUMATIC INJURIES, BUT WOULD ALSO HAVE THE POTENTIAL TO BE OF USE IN DETECTION VIRAL PNEUMONIA OF COVID 19 CASES.",0,0,,,541715,,,,,,
80NM0020F0044,"PRODUCTION SYSTEM: DATA PRODUCTS (SNWG 18-2, SNWG 18-4, SNWG 18-5) IN SUPPORT OF SATELLITE NEEDS WORKING GROUP (SNWG) 2018-2019 (83-108220)",0,0,,,541715,,,,,,
W911QX20C0023,RESEARCH AND DEVELOPMENT EFFORT TO DESIGN AND DEVELOP PROTOTYPES TO ARTIFICIAL INTELLIGENCE/MACHINE LEARNING ALGORITHMS.,0,0,,,541715,,,,,,
W56KGU20F0012,"THE PURPOSE OF THIS ACTION IS TO AWARD A NEW FIVE (5) YEAR TASK ORDER UNDER THE RS3 CONTRACT FOR MODELING AND SIMULATION, ANALYSIS, ENGINEERING, NETWORKING, AND EXPERIMENTATION SUPPORT",0,0,,,541715,,,,,,
80NM0020F0035,"VERITAS (VENUS EMISSIVITY, RADIO SCIENCE, INSAR, TOPOGRAPHY, AND SPECTROSCOPY) (41-108259)",0,0,,,541715,,,,,,
FA875020C0555,MOBILE UNMANNED/MANNED DISTRIBUTED LETHALITY AIRBORNE NETWORK (MUDLAN) ACCELERATED DEVELOPMENT AND DEMONSTRATIONS (MADD),0,0,,,541715,,,,,,
N0003020C0011,FY20 - SP201,0,0,,,541715,,,,,,
80GSFC20C0044,"THE PURPOSE OF THIS CONTRACT IS TO ACQUIRE SCIENTIFIC RESEARCH SERVICES THAT CONCEIVES, DEVELOPS AND APPLIES SPACE, FIELD-DEPLOYED (I.E. AIRBORNE AND IN SITU) AND LABORATORY BASED TECHNOLOGIES AND OBSERVATIONS OF THE EARTH SYSTEMS.",0,0,,,541715,,,,,,
80NM0020F0013,COOPERATIVE AUTONOMOUS DISTRIBUTED ROBOTIC EXPLORERS TECH DEMONSTRATION (CADRE) 15-107746,0,0,,,541715,,,,,,
W81XWH20C0030,CRYOPRESERVED PLATELET (CPP) DEVELOPMENT FOR US FDA LICENSURE,0,0,,,541715,,,,,,
FA865020F1924,PLAYAS ELECTRONIC ATTACK AND CYBER ENVIRONMENT PEACE,0,0,,,541715,,,,,,
W31P4Q19C0058,CRUISE MISSILE DEFENSE SYSTEMS SENTINEL A4 RADAR DEVELOPMENT COMPETITIVE REQUIREMENT,0,0,,,541715,,,,,,
80NM0019F0090,JPL CONTRIBUTIONS TO ENVISION  42-711260,0,0,,,541715,,,,,,
HQ014719C0005,TYPE 4 SUBSCALE TARGETS,0,0,,,541715,,,,,,
75N93019C00069,ANIMAL CARE AND LABORATORY SUPPORT SERVICES TO THE VACCINE RESEARCH CENTER,0,0,,,541715,,,,,,
75N93019C00052,"COMPONENT A OF THE COLLABORATIVE INFLUENZA VACCINE INNOVATION CENTERS (CIVICS) PROGRAM TO DESIGN AND EVALUATE INNOVATIVE INFLUENZA VACCINE APPROACHES, BASED ON PRINCIPLES OF INFLUENZA IMMUNITY, THAT ACHIEVE DURABLE, ROBUST AND BROADLY PROTECTIVE IMMU",0,0,,,541715,,,,,,
75N93019C00050,"THIS CONTRACT WILL SUPPORT COMPONENT A OF THE COLLABORATIVE INFLUENZA VACCINE INNOVATION CENTERS (CIVICS) PROGRAM TO DESIGN AND EVALUATE INNOVATIVE INFLUENZA VACCINE APPROACHES, BASED ON PRINCIPLES OF INFLUENZA IMMUNITY, THAT ACHIEVE DURABLE, ROBUST",0,0,,,541715,,,,,,
75N93019C00051,"THIS CONTRACT WILL SUPPORT COMPONENT A OF THE COLLABORATIVE INFLUENZA VACCINE INNOVATION CENTERS (CIVICS) PROGRAM TO DESIGN AND EVALUATE INNOVATIVE INFLUENZA VACCINE APPROACHES, BASED ON PRINCIPLES OF INFLUENZA IMMUNITY, THAT ACHIEVE DURABLE, ROBUST",0,0,,,541715,,,,,,
80MSFC19C0041,ESCAPE AND PLASMA ACCELERATION AND DYNAMICS EXPLORERS (ESCAPADE) MISSION -.PHASE A CONCEPT STUDY.,0,0,,,541715,,,,,,
FA875019C1507,PROJECT IKE,0,0,,,541715,,,,,,
FA865019C1941,RAPID TECHNOLOGY DEVELOPMENT AND DEMONSTRATIONS (RTD2),0,0,,,541715,,,,,,
80GSFC19C0054,THIS CONTRACT IS FOR THE PRODUCTS AND SERVICES ASSOCIATED WITH THE DESIGN PHASE OF THE WIDE-FIELD INFRARED SURVEY TELESCOPE (WFIRST) SCIENCE OPERATIONS CENTER (SOC),0,0,,,541715,,,,,,
HQ014719C0012,ADVANCED RESEARCH CENTER SUPPORT   IGF::OT::IGF,0,0,,,541715,,,,,,
FA880819C0006,"PROCURING SYSTEMS ENGINEERING, INTEGRATION,AND TEST SUPPORT FOR MILITARY SATELLITE COMMUNICATION.",0,0,,,541715,,,,,,
80NM0019F0051,"DSN APERTURE ENHANCEMENT PROJECT (DAEP)  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATIO",0,0,,,541715,,,,,,
FA865019C5212,"MODELING FOR AFFORDABLE, SUSTAINABLE COMPOSITES (MASC)",0,0,,,541715,,,,,,
FA865019C6024,OPTICAL RADIATION BIOEFFECTS AND SAFETY (ORBS) CLOSED BAA,0,0,,,541715,,,,,,
N0042119C0023,PROVIDE TECHNICAL SUPPORT SERVICES TO SUPPORT THE AIR VEHICLE MODIFICATION AND INSTRUMENTATION (AVMI) TEST AND EVALUATION AND INSTRUMENTATION EFFORTS.,0,0,,,541715,,,,,,
FA945319F0203,RISE - SMALL SATELLITE PORTFOLIO (SSP),0,0,,,541715,,,,,,
FA880619C0002,STANDARD TRAINING OFFICE SUSTAINMENT FOLLOW-ON 2019-2023 BASIC CONTRACT,0,0,,,541715,,,,,,
HQ014719F0023,"PROVIDE ANALYSIS TO INCLUDE DESIGN, DEVELOP, INTEGRATE, AND TEST AN AEGIS BMD MISSION PLANNER MODEL PROTOTYPE WHICH INCLUDES THE CERBERUS PROJECT IN ACCORDANCE WITH THE SOW, SECTION J, AND EXECUTING THE COMBAT SYSTEMS TASK ORDER TASKS. PSC AC23 EXPENDITURE TYPE 255.0 R&D",0,0,,,541715,,,,,,
HQ014719F0012,ENGINEERING AND TECH SUPPORT RDTE FUNDS,0,0,,,541715,,,,,,
HQ014719F0005,ENGINEERING AND TECH SUPPORT RDTE FUNDS,0,0,,,541715,,,,,,
N0001419C1002,NEXT GENERATION SUBMARINE S&T RESEARCH,0,0,,,541715,,,,,,
80NM0018F0848,"PHYSICAL OCEANOGRAPHY DISTRIBUTED ACTIVE ARCHIVE CENTER-2 (PO.DAAC-2)  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE",0,0,,,541715,,,,,,
FA865018C1669,MISSION EFFECTS ANALYSIS USING MULTI-DOMAIN SENSING,0,0,,,541715,,,,,,
75N96018F00001,THE SISTER STUDY: TASK ORDER 001 - CORE ACTIVITIES,0,0,,,541715,,,,,,
FA868118C0021,ARRW DEVELOPMENT,0,0,,,541715,,,,,,
80NM0018F0763,ADVANCED EARTH SCIENCE MISSION CONCEPT STUDIES - SMD 83-11311,0,0,,,541715,,,,,,
80NM0018F0655,"SENTINEL-6 MISSION-PHASE C/D  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FE",0,0,,,541715,,,,,,
80NM0018F0662,"DEEP SPACE OPTICAL COMMUNICATIONS (DSOC) FLIGHT TERMINAL PROJECT  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELA",0,0,,,541715,,,,,,
80NM0018F0612,"SCIENCE MISSION DIRECTORATE, RESEARCH AND ANALYSIS FOR SPACE SCIENCE, OUTER SOLAR SYSTEM AND ASTEROID SCIENCE",0,0,,,541715,,,,,,
80NM0018F0653,"HIGH PERFORMANCE SPACEFLIGHT COMPUTING (HPSC) PROJECT  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FO",0,0,,,541715,,,,,,
80NM0018F0631,CLOUDSAT PHASE E MISSION OPERATIONS 88-11198,0,0,,,541715,,,,,,
80NM0018F0652,"WIDE FIELD INFRARED SURVEY TELESCOPE (WFIRST) CORONAGRAPH  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHI",0,0,,,541715,,,,,,
80NM0018F0591,"RESEARCH AND ANALYSIS (R&A), SOLID EARTH AND NATURAL HAZARDS SCIENCES AND APPLICATIONS",0,0,,,541715,,,,,,
80NM0018F0560,PLANETARY SCIENCE PROGRAM SUPPORT 40-15961,0,0,,,541715,,,,,,
80NM0018F0572,ENVIRONMENTAL MONITORING FOR LONG DURATION EXPLORATION (EMLDE) 47-17229,0,0,,,541715,,,,,,
80NM0018F0581,COLD ATOM LAB (CAL) 70-18547,0,0,,,541715,,,,,,
80NM0018F0561,SURFACE WATER AND OCEAN TOPOGRAPHY (SWOT) 83-16443,0,0,,,541715,,,,,,
80NM0018F0583,"RESEARCH AND ANALYSIS (R&A), EARTH SCIENCE ATMOSPHERIC COMPOSITION",0,0,,,541715,,,,,,
80NM0018F0533,SMAP (SOIL MOISTURE ACTIVE/PASSIVE) MISSION 88-12659,0,0,,,541715,,,,,,
80NM0018F0442,SUNRISE: SUN RADIO INTERFEROMETER SPACE EXPERIMENT,0,0,,,541715,,,,,,
FA865018C1020,PRECISE REFERENCE SENSING FOR COLLABORATIVE ELECTRONIC WARFARE (EW): (PRESENCE),0,0,,,541715,,,,,,
HQ014718F0043,ENGINEERING AND TECH SUPPORT RDTE FUNDS IGF::OT::IGF,0,0,,,541715,,,,,,
FA865018C7841,ARRAY AT COMMERCIAL TIMESCALE (ACT) IV,0,0,,,541715,,,,,,
HQ014718C0007,MBRV/RVSM -7C2/-8C2 DEVELOPMENT&PRODUCTION,0,0,,,541715,,,,,,
80MSFC18C0011,ENGINEERING SERVICES AND SCIENCE CAPABILITY AUGMENTATION (ESSCA),0,0,,,541715,,,,,,
