budget_program_name,budget_amount,fiscal_year,budget_type
"Joint C5 Capability Development, Integration, and Interoperability Assessments",23642000.0,2017,R-1
Military Engineering Technology,67416000.0,2017,R-1
Long Range Precision Fires (LRPF),39275000.0,2017,R-1
Aviation Ground Support Equipment,2142000.0,2017,R-1
Combating Terrorism - Technology Development,27686000.0,2017,R-1
Target Systems Development,19122000.0,2017,R-1
SATCOM Ground Environment (SPACE),18815000.0,2017,R-1
Medical Technology,77111000.0,2017,R-1
Global Positioning System III - Operational Control Segment,393268000.0,2017,R-1
Aerial Common Sensor,2000.0,2017,R-1
Fleet Tactical Development,48225000.0,2017,R-1
Small Diameter Bomb (SDB)  - EMD,54838000.0,2017,R-1
Conventional Weapons Technology,102009000.0,2017,R-1
Service Support to STRATCOM - Space Activities,8674000.0,2017,R-1
Warfighter Protection Adv Tech,4789000.0,2017,R-1
Major T&E Investment,84777000.0,2017,R-1
Tactical Aim Missiles,56285000.0,2017,R-1
Ocean Engineering Tech Dev,4556000.0,2017,R-1
Submarine Acoustic War Dev,9329000.0,2017,R-1
Support Systems Development,9128000.0,2017,R-1
Guided Multiple-Launch Rocket System (GMLRS),22044000.0,2017,R-1
Fixed Wing Product Improvement Program,796000.0,2017,R-1
Training System Aircraft,19938000.0,2017,R-1
(U)PILOT FISH,132068000.00000001,2017,R-1
(U)RETRACT LARCH,18453000.0,2017,R-1
Emerging Technologies from NIE,2369000.0,2017,R-1
Army Integrated Air and Missile Defense (AIAMD),252811000.0,2017,R-1
Tactical Unmanned Aer Vehicles,8436000.0,2017,R-1
Minimum Essential Emergency Communications Network (MEECN),47471000.0,2017,R-1
Space Superiority Intelligence,13880000.0,2017,R-1
Acquisition and Management Support,14613000.0,2017,R-1
Small Business Innovation Research,324371000.0,2017,R-1
(U)Cyber Operations Technology Development,4942000.0,2017,R-1
SENSOR TECHNOLOGY,241288000.0,2017,R-1
Defensive CYBER Tool Development,33836000.0,2017,R-1
Aviation - Adv Dev,10014000.0,2017,R-1
(U)Ground/Air Task Oriented Radar (G/ATOR),83538000.0,2017,R-1
TRACTOR EGGS,2470000.0,2017,R-1
Cyber Security Initiative,969000.0,2017,R-1
"Counterproliferation Initiatives - Proliferation, Prevention, and Defeat",266444000.00000003,2017,R-1
Shipboard Aviation Systems,112158000.0,2017,R-1
Logistics Information Technology (LOGIT),61676000.0,2017,R-1
Tactical AIM Missiles,52898000.0,2017,R-1
C4I Interoperability,57501000.0,2017,R-1
Distributed Common Ground/Surface Systems,5415000.0,2017,R-1
(U)SMALL (LEVEL 0) TACTICAL UAS (STUASL0),5071000.0,2017,R-1
WIN-T Increment 3 - Full Networking,33515000.0,2017,R-1
Navy Warfighting Exp & Demo,60550000.0,2017,R-1
Defense Research Sciences,422748000.0,2017,R-1
Global Force Management - Data Initiative,2099000.0,2017,R-1
Directed Energy and Electric Weapon System,32700000.000000004,2017,R-1
Joint FIRES Integration and Interoperability Team,15393000.0,2017,R-1
Intelligence Engineering,11029000.0,2017,R-1
KC-10s,1799000.0,2017,R-1
Navy Tactical Computer Resources,3098000.0,2017,R-1
ASW Systems Development - MIP,9110000.0,2017,R-1
Medical Systems - Adv Dev,33503000.0,2017,R-1
Aircraft Avionics,83248000.0,2017,R-1
Airborne Reconnaissance Systems,3841000.0,2017,R-1
Operational Test & Eval Capability,18160000.0,2017,R-1
Support to Information Operations Capability,857000.0,2017,R-1
Space Situation Awareness Systems,9901000.0,2017,R-1
(U)Air and Missile Defense Radar (AMDR) System,144395000.0,2017,R-1
TRACTOR HIP,6995000.0,2017,R-1
Initial Operational Test & Evaluation,11529000.0,2017,R-1
Warfighter Advanced Technology,38831000.0,2017,R-1
Wide Area Surveillance,46695000.0,2017,R-1
ADVANCED ELECTRONICS TECHNOLOGIES,49807000.0,2017,R-1
Aerospace Sensors,155174000.0,2017,R-1
Counterspace Systems,34819000.0,2017,R-1
(U)Offensive Anti-Surface Warfare Weapon Dev,252409000.0,2017,R-1
Tactical Electronic Surveillance System - Adv Dev,15730000.0,2017,R-1
Personnel Administration,5157000.0,2017,R-1
WIDEBAND GLOBAL SATCOM (SPACE),41632000.0,2017,R-1
Ballistic Missile Defense Sensors,230077000.0,2017,R-1
ICBM Fuze Modernization,189751000.0,2017,R-1
Navy Logistic Productivity,3089000.0,2017,R-1
Ballistics Technology,85436000.0,2017,R-1
Army Kwajalein Atoll,236648000.0,2017,R-1
Modeling & Simulation Support,4709000.0,2017,R-1
Cancelled Account Adjustments,2000.0,2017,R-1
(U)Advanced Undersea Prototyping,78589000.0,2017,R-1
(U)CARRIER ONBOARD DELIVERY (COD) FOLLOW ON,10103000.0,2017,R-1
Tactical Unmanned Aerial Vehicles,8218000.0,2017,R-1
SSN-688 & Trident Modernization,117476000.0,2017,R-1
Three Dimensional Long-Range Radar (3DELRR),49491000.0,2017,R-1
Combat Rescue - Pararescue,362000.0,2017,R-1
Network-Centric Collaborative Targeting,22610000.0,2017,R-1
Family of Heavy Tactical Vehicles,11429000.0,2017,R-1
(U)MH-XX,1620000.0,2017,R-1
SEW Architecture/Eng Support,23971000.0,2017,R-1
International Intelligence Technology and Architectures,2360000.0,2017,R-1
Aerospace Technology Dev/Demo,130949999.99999999,2017,R-1
H-1 Upgrades,27441000.0,2017,R-1
(U)Precision Strike Weapons Development Program,9910000.0,2017,R-1
Defense Research Sciences,253116000.0,2017,R-1
Defense Spectrum Organization,13197000.0,2017,R-1
Next Generation Jammer (NGJ),577822000.0,2017,R-1
(U)CHALK CORAL,245860000.0,2017,R-1
Management Headquarters WHS,612000.0,2017,R-1
Facilities Restoration and Modernization - Test and Evaluation Support,134110999.99999999,2017,R-1
International Activities,4784000.0,2017,R-1
Space Situation Awareness Operations,35002000.0,2017,R-1
Soldier Systems - Advanced Development,31120000.0,2017,R-1
National Capabilities Integration (MIP),4955000.0,2017,R-1
Ship Self Def (Engage: Hard Kill),114475000.0,2017,R-1
LIGHT TACTICAL WHEELED VEHICLES,494000.0,2017,R-1
NETWORK-CENTRIC WARFARE TECHNOLOGY,428894000.0,2017,R-1
Planning and Decision Aid System (PDAS),3038000.0,2017,R-1
(U)MQ-4C Triton,111729000.0,2017,R-1
(U)UAS Integration and Interoperability,36509000.0,2017,R-1
Joint Tactical Network (JTN),16014000.0,2017,R-1
Navy Energy Program,52479000.0,2017,R-1
Radar Development,15983000.0,2017,R-1
Common Picture Applied Research,41185000.0,2017,R-1
Weapons and Munitions Advanced Technology,68714000.0,2017,R-1
Manned Destructive Suppression,14773000.0,2017,R-1
MC Advanced Technology Demo,140416000.0,2017,R-1
Small Business Innovative Research,325428000.0,2017,R-1
Ground Attack Weapons Fuze Development,937000.0,2017,R-1
Survivability/Lethality Analysis,38571000.0,2017,R-1
USMC Intelligence/Electronics Warfare Sys,17171000.0,2017,R-1
Defense Info. Infrastructure Engineering and Integration,18041000.0,2017,R-1
MQ-9 Unmanned Aerial Vehicle (UAV),17804000.0,2017,R-1
Airborne Mine Countermeasures (AMCM),45622000.0,2017,R-1
Family of Advanced BLoS Terminals (FAB-T),42378000.0,2017,R-1
Space Control Technology,7534000.0,2017,R-1
LPD-17 Class Systems Integration,580000.0,2017,R-1
USAF Modeling and Simulation,16666000.0,2017,R-1
Combat Information Center Conv,6283000.0,2017,R-1
Shared Early Warning (SEW),6366000.0,2017,R-1
Electronic Warfare Development,12476000.0,2017,R-1
"Command, Control, Communications Systems - Eng Dev",4245000.0,2017,R-1
BIOMEDICAL TECHNOLOGY,115213000.0,2017,R-1
Federal Investigative Services Information Technology,75000000.0,2017,R-1
Carrier Systems Development,7605000.0,2017,R-1
Global Theater Security Cooperation Management information Systems (G-TSCMIS),7861000.0,2017,R-1
Next Generation Air Dominance,20595000.0,2017,R-1
Operational Support Airlift,13817000.0,2017,R-1
SSBN Security Tech Program,33845000.0,2017,R-1
ELECTRONICS TECHNOLOGY,221911000.0,2017,R-1
AEGIS SM-3 Block IIA Co-Development,106038000.0,2017,R-1
Israeli Cooperative Programs,103835000.0,2017,R-1
University Research Initiatives,101714000.0,2017,R-1
(U)LCS Mission Modules,206149000.0,2016,R-1
Distributed Training and Exercises,4358000.0,2016,R-1
Ballistics Technology,92801000.0,2016,R-1
Materials Handling Equipment,402000.0,2016,R-1
Joint Capability Technology Demonstration (JCTD),141540000.0,2016,R-1
Ballistic Missile Defense Midcourse Defense Segment,1284891000.0,2016,R-1
Soldier Systems - Warrior Dem/Val,18776000.0,2016,R-1
DCAPES,16796000.0,2016,R-1
Advanced Materials for Weapon Systems,37665000.0,2016,R-1
CV-22,415035000.0,2016,R-1
Non-System Training Devices - Eng Dev,27155000.0,2016,R-1
SATCOM Ground Environment (SPACE),9355000.0,2016,R-1
Ship Self Def (Detect & Cntrl),153836000.0,2016,R-1
Industrial Preparedness,37169000.0,2016,R-1
Air-Launched Cruise Missile (ALCM),451000.0,2016,R-1
Distributed Common Ground/Surface Systems,22784000.0,2016,R-1
(U)Air and Missile Defense Radar (AMDR) System,241754000.0,2016,R-1
HC/MC-130 Recap RDT&E,4497000.0,2016,R-1
Combat Survivor Evader Locator,993000.0,2016,R-1
Personnel Administration,4598000.0,2016,R-1
Intelligence Advanced Development,977000.0,2016,R-1
Homeland Defense Technology Transfer Program,2119000.0,2016,R-1
Management HQ - R&D,48955000.0,2016,R-1
"Smoke, Obscurant and Target Defeating Sys-Adv Dev",13426000.0,2016,R-1
Joint Direct Attack Munition,2469000.0,2016,R-1
Land Based SM-3 (LBSM3),34970000.0,2016,R-1
Concepts Experimentation Program,19430000.0,2016,R-1
SOF Technology Development,37517000.0,2016,R-1
University Research Initiatives,141754000.0,2016,R-1
Center For Naval Analyses,48563000.0,2016,R-1
Global Positioning System III - Operational Control Segment,350232000.0,2016,R-1
Other Personnel Activities,121000.0,2016,R-1
Advanced Innovative Analysis and Concepts,59830000.0,2016,R-1
TROJAN - RH12,5022000.0,2016,R-1
Unmanned Aerial Systems (UAS) Payloads,9246000.0,2016,R-1
Combat Identification Technology,21790000.0,2016,R-1
Minimum Essential Emergency Communications Network (MEECN),75062000.0,2016,R-1
Joint Service Small Arms Program,5105000.0,2016,R-1
Marine Corps Grnd Cmbt/Supt Sys,623000.0,2016,R-1
Fleet Tactical Development,62867000.0,2016,R-1
(U)LINK EVERGREEN,47312000.0,2016,R-1
AEGIS SM-3 Block IIA Co-Development,172645000.0,2016,R-1
Landmine Warfare and Barrier Advanced Technology,13993000.0,2016,R-1
Small Business Innovation Research/Small Business Technology Transfer (SBIR/STTR),55640000.0,2016,R-1
Intelligence Advanced Development,5032000.0,2016,R-1
Surface & Shallow Water MCM,118588000.0,2016,R-1
Basic Research Initiatives,42022000.0,2016,R-1
"R&D in Support of DOD Enlistment, Testing and Evaluation",9533000.0,2016,R-1
Fixed Wing Product Improvement Program,1151000.0,2016,R-1
EA-18 Squadrons,56921000.0,2016,R-1
Acquisition and Management Support,15357000.0,2016,R-1
Army Tactical Command & Control Hardware & Software,163643000.0,2016,R-1
Defense Technology Analysis,13960000.0,2016,R-1
Digitization,4361000.0,2016,R-1
Artillery Munitions - EMD,6352000.0,2016,R-1
CHEMICAL/BIOLOGICAL DEFENSE (RDT&E MGT SUPPORT),102264000.0,2016,R-1
In-House Lab Independent Res,19126000.0,2016,R-1
(U)LINK PLUMERIA,237416000.0,2016,R-1
Integrated Surveillance System,54218000.0,2016,R-1
Support Systems Development,12657000.0,2016,R-1
Small Diameter Bomb (SDB),97002000.0,2016,R-1
Threat Simulator Development,30769000.0,2016,R-1
F-35 Squadrons,115395000.0,2016,R-1
Requirements Analysis and Maturation,16507000.000000002,2016,R-1
Joint Standoff Weapon Systems,405000.0,2016,R-1
Electronic Warfare Development,929000.0,2016,R-1
(U)STRIKE WEAPONS DEVELOPMENT,8955000.0,2016,R-1
E-2 Squadrons,194846000.0,2016,R-1
Common Infrared Countermeasures (CIRCM),77570000.0,2016,R-1
Warfighter Advanced Technology,46973000.0,2016,R-1
Weapons and Munitions - Eng Dev,21379000.0,2016,R-1
Advanced Weapons Technology,30195000.0,2016,R-1
Ground Attack Weapons Fuze Development,3598000.0,2016,R-1
Advanced Research,17364000.0,2016,R-1
Logistics and Engineer Equipment - Adv Dev,21233000.0,2016,R-1
Joint Tactical Network (JTN),18055000.0,2016,R-1
Distributed Common Ground/Surface Systems,5302000.0,2016,R-1
Integrated Broadcast Service (IBS),750000.0,2016,R-1
Prompt Global Strike Capability Development,78817000.0,2016,R-1
CHEMICAL/BIOLOGICAL DEFENSE (OP SYS DEV),33561000.0,2016,R-1
USMC Intelligence/Electronics Warfare Sys,13152000.0,2016,R-1
Amphibious Assault Vehicle,48535000.0,2016,R-1
C4I Interoperability,64921000.00000001,2016,R-1
HC/MC-130 Recap RDT&E,10807000.0,2016,R-1
Tech Transition Program,246514000.0,2016,R-1
(U)Manufacturing Technology Program,57074000.0,2016,R-1
Tactical Air Control Party-Mod,12465000.0,2016,R-1
Policy R&D Programs,4182000.0000000005,2016,R-1
Standard Missile Improvements,129649000.0,2016,R-1
NATO Research and Development,6075000.0,2016,R-1
Win-T Increment 2 - Initial Networking,3800000.0,2016,R-1
Joint Warfighting Program,9626000.0,2016,R-1
Joint Experimentation,27908000.0,2016,R-1
"Manpower, Personnel and Training Advanced Technology",12636000.0,2016,R-1
JT Service EOD,8122999.999999999,2016,R-1
Region/Sector Operation Control Center Modernization Program,1272000.0,2016,R-1
Major T&E Investment,68302000.0,2016,R-1
Advanced Medium Range Air-to-Air Missile (AMRAAM),46160000.0,2016,R-1
TRACTOR CARD,34686000.0,2016,R-1
Advanced Concepts and Performance Assessment,12139000.0,2016,R-1
Security and Intelligence Activities,12368000.0,2016,R-1
TRACTOR CAGE,15138000.0,2016,R-1
Global Theater Security Cooperation Management information Systems (G-TSCMIS),8474000.0,2016,R-1
C-17 Aircraft (IF),54807000.0,2016,R-1
Aircraft Avionics,12939000.0,2016,R-1
National Capabilities Integration (MIP),10599000.0,2016,R-1
(U)Joint Light Tactical Vehicle(JLTV) EMD,36656000.0,2016,R-1
Technical Information Services,925000.0,2016,R-1
WIDEBAND GLOBAL SATCOM (SPACE),56343000.0,2016,R-1
Defense Military Deception Program Office,971000.0,2016,R-1
Missile/Air Defense Product Improvement Program,3154000.0,2016,R-1
CHEMICAL/BIOLOGICAL DEFENSE (EMD),303647000.0,2016,R-1
Major T&E Investment,61234000.0,2016,R-1
Facilities Sustainment - Test and Evaluation Support,27895000.0,2016,R-1
CYBER COMMAND ACTIVITIES,67057000.0,2016,R-1
Defense Joint Counterintelligence Activities,361000.0,2016,R-1
DoD Enterprise Energy Information Management (EEIM),4414000.0,2016,R-1
Sea Based X-Band Radar (SBX),72866000.0,2016,R-1
Intelligence Engineering,4353000.0,2016,R-1
Ballistic Missile Defense Targets,513256000.0,2016,R-1
F-22A Squadrons,262552000.00000003,2016,R-1
Joint Munitions Technology,19352000.0,2016,R-1
Combat Rescue - Pararescue,657000.0,2016,R-1
Ship Self Def (Engage: Soft Kill/EW),116798000.0,2016,R-1
Night Vision Systems Advanced Development,7292000.0,2016,R-1
Air/Ocean Tactical Applications,41832000.0,2016,R-1
Deployable JT Cmd & Control,3086000.0,2016,R-1
Medium Tactical Vehicles,210000.0,2016,R-1
"Air Traffic Control, Approach, and Landing System (ATCALS)",21485000.0,2016,R-1
(U)Automated Test and Re-Test (ATRT),8000000.0,2016,R-1
Support to Information Operations Capability,10413000.0,2016,R-1
Computer and Software Technology,12656000.0,2016,R-1
Airborne Warning and Control System (AWACS),161812000.0,2016,R-1
Landmine Warfare and Barrier - Adv Dev,49636000.0,2016,R-1
RDT&E Ship & Aircraft Support,132122000.00000001,2016,R-1
Ballistic Missile Defense Joint Warfighter Support,49570000.0,2016,R-1
Advanced Innovative Technologies,469798000.0,2016,R-1
RQ-7 UAV,7297000.0,2016,R-1
Navy Meteorological and Ocean Sensors-Space(METOC),599000.0,2016,R-1
Wide Area Surveillance,53000000.0,2016,R-1
Rocket Systems Launch Program (SPACE),21858000.0,2016,R-1
NATO Research and Deve,9359000.0,2016,R-1
Regional International Outreach (RIO) - Partnership for Peace Information Management System (PIMS),1750000.0,2016,R-1
Marine Corps Lndg Force Tech,49001000.0,2016,R-1
Combat Rescue and Recovery,412000.0,2016,R-1
Joint Air-to-Ground Missile (JAGM),88866000.0,2016,R-1
Conventional Munitions,99851000.0,2016,R-1
Defense Exportability Program,3273000.0,2016,R-1
Information Technology Development,89711000.0,2016,R-1
Conventional Weapons Technology,48536000.0,2016,R-1
Electronic Warfare Advanced Technology,44851000.0,2016,R-1
Army Modeling & Sim X-Cmd Collaboration & Integ,938000.0,2016,R-1
Management Headquarters,2978000.0,2016,R-1
Civilian Compensation Program,3604000.0,2016,R-1
Chinook Product Improvement Program,37407000.0,2016,R-1
Army Missle Defense Systems Integration,10347000.0,2016,R-1
Space Superiority Intelligence,13815000.0,2016,R-1
Operational Test and Evaluation (OT&E),76838000.0,2016,R-1
Night Fist - USSTRATCOM,87000.0,2016,R-1
Defense Military Deception Program Office,949000.0,2016,R-1
Force Protection Applied Res,154963000.0,2016,R-1
Information Sys Security Program,28102000.0,2016,R-1
Applied Research for the Advancement of S&T Priorities,48226000.0,2016,R-1
Industrial Preparedness Manufacturing Technology (IP ManTech),24605000.0,2016,R-1
Marine Corps Assault Vehicles,219082000.0,2016,R-1
ICBM Fuze Modernization,142551000.0,2016,R-1
Initial Operational Test & Evaluation,10476000.0,2016,R-1
Space & Elec War Surv/Recon,6519000.0,2016,R-1
"COMMAND, CONTROL AND COMMUNICATIONS SYSTEMS",201335000.0,2016,R-1
Endurance Unmanned Aerial Vehicles,20000000.0,2016,R-1
Classified Program,100000000.0,2016,R-1
F-35 - EMD,589441000.0,2016,R-1
Tactical AIM Missiles,43360000.0,2016,R-1
Navy Warfighting Exp & Demo,66041000.0,2016,R-1
Enterprise Security System,7929000.0,2016,R-1
Cancelled Account Adjustments,1209000.0,2016,R-1
Distributed Learning Advanced Technology Development (ADL),10771000.0,2016,R-1
Humanitarian De-mining,10129000.0,2016,R-1
Satellite Control Network (SPACE),7879000.0,2016,R-1
Aircraft Certification,4760000.0,2016,R-1
MC Advanced Technology Demo,137562000.0,2016,R-1
Air Traffic Control,10076000.0,2016,R-1
"Chemical, Smoke and Equipment Defeating Technology",3866000.0,2016,R-1
BASIC OPERATIONAL MEDICAL SCIENCE,56544000.0,2016,R-1
Dragon U-2,34471000.0,2016,R-1
Development Test & Evaluation,17371000.0,2016,R-1
CHEMICAL/BIOLOGICAL DEFENSE (ATD),140094000.0,2016,R-1
Aviation Systems,173934000.0,2016,R-1
Service Support to STRATCOM - Space Activities,2685000.0,2016,R-1
Electronic Warfare Development - MIP,580000.0,2016,R-1
Joint Non-Lethal Weapons Testing,29448000.0,2016,R-1
Force Protection Advanced Technology,38044000.0,2016,R-1
PAC-3/MSE Missile,2272000.0,2016,R-1
Military Engineering Advanced Technology,20145000.0,2016,R-1
Army Evaluation Center,52694000.0,2016,R-1
Joint Systems Architecture Development,3081000.0,2016,R-1
KC-10s,1799000.0,2016,R-1
Joint Electromagnetic Technology (JET) Program,2660000.0,2016,R-1
JT Strike Fighter (JSF) - EMD,504736000.0,2016,R-1
Standards Development,53059000.0,2016,R-1
Warfighter Technology,35795000.0,2016,R-1
Live Fire Test and Evaluation (LFT&E),46882000.0,2016,R-1
Joint Service Small Arms Program,5487000.0,2016,R-1
Nuclear Weapons Modernization,212121000.0,2016,R-1
Tactical Airborne Reconnaissance,3087000.0,2016,R-1
Apache Product Improvement Program,69862000.0,2016,R-1
Tactical Command System - MIP,998000.0,2016,R-1
