source,keyword,notice_id,title,agency,recipient,amount,posted_date,response_deadline,type,url
USAspending,software development,NNG07HW00C,"TAS::80 0120::TAS THIS CONTRACT IS FOR THE TASKS NECESSARY TO DESIGN, ANALYZE, DEVELOP, FABRICATE, INTEGRATE, TEST, EVALUATE AND SUPPORT LAUNCH OF THE EUVS XRS IRRADIANCE SENSORS (EXIS), SUPPLY AND MAINTAIN THE INSTRUMENT GROUND SUPPORT EQUIPMENT (GSE), AND SUPPORT THE SATELLITE OPERATIONS CONTROL CENTER (SOCC).  THE EXIS IS CLASSIFIED AS A NON-PRIMARY INSTRUMENT SUITE ON THE GOES-R SATELLITE AND HAS A RISK CLASSIFICATION OF B.  THE CONTRACTOR SHALL PROVIDE THE PERSONNEL, MATERIALS, FACILITIES AND OTHER RESOURCES TO DESIGN, DEVELOP, DELIVER AND SUPPORT UNDER THE BASIC CONTRACT: A) PARTS AND MATERIALS FOR 4 FLIGHT MODELS B) ONE EXIS FLIGHT MODEL (FM) C) THREE SETS OF THE ELECTRICAL SYSTEM TEST EQUIPMENT (ESTE) D) TWO EXIS EMULATORS (EXISES) E) TWO FLIGHT SOFTWARE DEVELOPMENT ENVIRONMENTS (FSDES) F) ONE GROUND PROCESSING DEVELOPMENT SYSTEM (GPDS) G) SPARES FOR THE FOUR FMS H) ALL ADDITIONAL EXIS MECHANICAL AND ELECTRICAL GROUND SUPPORT EQUIPMENT (MGSE AND EGSE) CALLED OUT ELSEWHERE IN THIS DOCUMENT I) ALL ITEMS AND DOCUMENTS SPECIFIED IN ALL CONTRACT DOCUMENTS THE CONTRACTOR SHALL PROVIDE THE PERSONNEL, MATERIALS, FACILITIES AND OTHER RESOURCES TO DESIGN, DEVELOP, DELIVER AND SUPPORT: A) OPTION 1 FOR AN ADDITIONAL FLIGHT MODEL (FM-2) B) OPTION 2 FOR AN ADDITIONAL FLIGHT MODEL (FM-3) C) OPTION 3FOR AN ADDITIONAL FLIGHT MODEL (FM-3)",National Aeronautics and Space Administration,THE REGENTS OF THE UNIVERSITY OF COLORADO,105095209.0,2007-08-23,2039-06-25,Award,
USAspending,software development,NNG15HZ37C,"IGF::OT::IGF GGSG3 SUPPORT SERVICES CONTRACT. UNDER THIS CONTRACT, THE CONTRACTOR SHALL PROVIDE SUPPORT TO A WIDE ARRAY GEODYNAMIC, GEOMAGENTIC, GEOPHYSICAL, AND ATMOSPHERIC INVESTIGATIONS OF SOLAR SYSTEM BODIES SUCH AS THE EARTH, VENUS, MARS, AND MERCURY. AMONG THE REQUIREMENTS FOR THESE INVESTIGATIONS ARE INSTRUMENT DEVELOPMENT, SOFTWARE DEVELOPMENT AND MAINTENANCE, DATA ARCHIVING AND DISSEMINATION; SCIENTIFIC DATA ANALYSIS, MODELING AND INTERPRETATION, REPORTS AND PRESENTATION OF SCIENTIFIC RESULTS; PUBLIC OUTREACH AND EDUCATION, AND ASSOCIATED TECHNICAL AND ADMINISTRATIVE WORK.",National Aeronautics and Space Administration,"KBR WYLE SERVICES, LLC",102314031.14,2015-08-01,2020-07-31,Award,
USAspending,software development,70B04C18F00001300,"IGF::CL,CT::IGF  THIS ORDER IS EXECUTED TO DELIVER OPERATIONS AND MAINTENANCE AND SOFTWARE DEVELOPMENT SUPPORT FOR SYSTEMS AND APPLICATIONS UNDER THE BORDER ENFORCEMENT MANAGEMENT SYSTEMS DIVISION PORTFOLIO.",Department of Homeland Security,SCIENCE APPLICATIONS INTERNATIONAL CORP,102040347.72,2018-09-29,2020-09-26,Award,
USAspending,software development,19AQMM21F1762,ITERATIVE SOFTWARE DEVELOPMENT PROJECT MANAGEMENT,Department of State,"CACI NSS, LLC",101268784.74,2021-06-08,2026-08-07,Award,
USAspending,software development,FA880620F0001,SOFTWARE DEVELOPMENT AND OPERATIONS ENVIRONMENT,Department of Defense,"TECOLOTE RESEARCH, INC.",99454295.25,2020-05-01,2026-04-30,Award,
USAspending,software development,36C10B20N10060036,TO FOR FSC SOFTWARE DEVELOPMENT,Department of Veterans Affairs,"FAVOR TECHCONSULTING, LLC",98653335.33,2019-12-20,2025-07-09,Award,
Tango,software development,,M Series Operational Flight Program (OFP) Support,,,0.0,,2025-05-08T23:00:00+00:00,Opportunity,
Tango,software development,,Unmanned Aerial Systems (UAS) Tracking Software,,,0.0,,2025-10-08T23:30:00+00:00,Opportunity,
Tango,software development,,PEO STRI AI Tools for Software Refactoring and Rearchitecting- Request for Information (RFI),,,0.0,,2025-04-30T16:00:00+00:00,Opportunity,
Tango,software development,,Contract for Organizing Spaceflight Mission Operations and Systems (COSMOS),,,0.0,,2024-09-27T21:00:00+00:00,Opportunity,
Tango,software development,,SAF/AAIE Software Development Services (SDS) **GSA e-Buy Only Reference number RFQ1732817**,,,0.0,,2024-12-06T21:00:00+00:00,Opportunity,
Tango,software development,,Project Hydra: Software Refactoring under AFLCMC Data Operations Commercial Solutions Opening,,,0.0,,2024-11-18T22:00:00+00:00,Opportunity,
Tango,software development,,Technical Services for Control Systems (Lockheed Martin) - N64498-25-RFPREQ-PD-50-0003,,,0.0,,2025-04-22T16:00:00+00:00,Opportunity,
Tango,software development,,Acquisition Due-In System (ADIS) & Contracting Information Database System (CIDS) Follow-On,,,0.0,,2025-05-08T19:00:00+00:00,Opportunity,
Tango,software development,,"DA01--Pre-Solicitation Notice with Intent to Sole Source  Software Developer/Engineer Services for Development,  Evaluation, and Maintenance of a Novel Mobile Treatment  Application",,,0.0,,2025-08-18T15:00:00+00:00,Opportunity,
Tango,software development,,"Air Force Research Lab, Autonomy Industry Day, Dayton OH",,,0.0,,2025-05-04T21:00:00+00:00,Opportunity,
Tango,software development,,Request for Information (RFI) - Persistent Cyber Training Environment (PCTE)-Cyber Range Development Software Application Project,,,0.0,,2025-04-21T20:00:00+00:00,Opportunity,
Tango,software development,,TRANSCOM Medical Regulating and Command & Control Evacuation System (TRAC2ES),,,0.0,,2025-05-02T15:00:00+00:00,Opportunity,
Tango,software development,,TUBING AND PIPES,,,0.0,,2025-04-24T16:00:00+00:00,Opportunity,
Tango,software development,,SMARTEC,,,0.0,,2024-11-22T21:00:00+00:00,Opportunity,
Tango,software development,,Directed Energy Technology Experimentation Research (DETER) Advanced Research Announcement (ARA) Open Announcement,,,0.0,,2027-08-10T23:00:00+00:00,Opportunity,
USAspending,data analytics,NNG13HQ01C,"IGF::OT::IGF CISTO-SCTS - THE PURPOSE OF THIS CONTRACT IS TO PROVIDE HIGH END COMPUTING AND DATA SUPPORT, AS WELL AS GENERAL SUPPORT SERVICES, FOR THE NASA GODDARD SPACE FLIGHT (GSFC) COMPUTATIONAL AND INFORMATION SCIENCE AND TECHNOLOGY OFFICE (CISTO). THE COMPUTATIONAL AND INFORMATION SCIENCES AND TECHNOLOGY OFFICE (CISTO) PROVIDES INFORMATION TECHNOLOGY (IT) AND COMPUTATIONAL SERVICES TO SUPPORT THE GSFC SCIENCES AND EXPLORATION DIRECTORATE (SED). THIS INCLUDES ACCESS TO HIGH-PERFORMANCE COMPUTING, NETWORKING, MASS STORAGE, INFORMATION SYSTEMS TECHNOLOGIES, COMPUTATIONAL SCIENCE EXPERTISE, REAL TIME TRANSMISSION OF SATELLITE DATA, AND SUPPORT FOR THE NASA HIGH END COMPUTING (HEC) PROGRAM. THE OFFICE ALSO ENGAGES IN A NUMBER OF EDUCATIONAL AND OUTREACH PROGRAMS. CISTO IS SED'S INTERFACE WITH GSFC'S CHIEF INFORMATION OFFICER AND IT ORGANIZATIONS IN THE INFORMATION TECHNOLOGY AND COMMUNICATION DIRECTORATE (CODE 700) REGARDING IT SECURITY POLICY, IMPLEMENTATION, AND SERVICES; ENTERPRISE ARCHITECTURE DEVELOPMENT AND COMPLIANCE; STRATEGIC IT INVESTMENT PLANNING AND MANAGEMENT; AND NASA AND GSFC IT POLICIES AND INITIATIVES. CISTO ALSO DEVELOPS STRATEGIES TO OPTIMIZE COST-EFFECTIVE USE OF INFORMATION TECHNOLOGIES.  AT A TOP LEVEL, THE FOLLOWING IS A LIST OF OBJECTIVES DESIGNED TO MEET THE MISSION AND VISION OF CISTO: 1. PROVIDE HIGH-END COMPUTING AND DATA SYSTEMS AND SERVICES DESIGNED TO MEET THE NEEDS OF THE NASA SCIENTIFIC AND ENGINEERING COMMUNITIES. 2. PROVIDE A RAPID RESPONSE TO CHANGING SCIENCE AND ENGINEERING REQUIREMENTS AS WELL AS THE CHANGING TECHNOLOGY NEEDED TO BEST MEET THOSE REQUIREMENTS. 3. EVOLVE THE FOCUS FROM DATA CENTRIC SERVICES TO KNOWLEDGE CENTRIC SERVICES THAT ENABLE THE USE OF NASA OBSERVATIONAL AND MODEL DATA IN NEW AND INNOVATIVE WAYS. 4. PROVIDE A COMPLETE SET OF SUPPORT SERVICES FROM LOW-LEVEL SYSTEM ADMINISTRATION TO HIGH-LEVEL APPLICATION SUPPORT FOR THE NASA SCIENTIFIC AND ENGINEERING COMMUNITIES. 5. SUSTAIN A RICH AND ROBUST OPERATIONAL ENVIRONMENT WITH A HIGH LEVEL OF OPERATIONAL AVAILABILITY AND CAPABILITY. 6. PUSH THE ENVELOPE OF SYSTEMS AND SERVICES WITHIN CISTO AND THE NCCS TO OPEN NEW AND MORE EFFICIENT METHODS FOR MODELING, DATA ANALYTICS, COLLECTIONS MANAGEMENT, AND DISTRIBUTION. 7. CONSTANTLY LOOK FOR THE BEST VALUE SOLUTIONS FOR THE GOVERNMENT THROUGH THE USE OF COMMODITY COMPONENTS, OPEN SOURCE SOFTWARE, PARTNERSHIPS, AND COMPETITIVE PROCUREMENTS. 8. PROVIDE MISSION-SPECIFIC INFORMATION AND FREE TECHNOLOGIES TO ACQUIRE AND PROCESS DIRECT BROADCAST DATA; INTRODUCE THE USER COMMUNITY TO DIRECT READOUT SYSTEMS TECHNOLOGIES; AND PROVIDE USERS WITH A DESIGN TEMPLATE TO RECEIVE, PROCESS, AND ANALYZE THEIR OWN DIRECT READOUT DATA.",National Aeronautics and Space Administration,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",93054530.69,2013-03-01,2018-08-28,Award,
USAspending,data analytics,75FCMC21F0001,MACBIS DATA ANALYTICS,Department of Health and Human Services,MATHEMATICA INC.,74413699.0,2021-02-13,2026-02-12,Award,
USAspending,data analytics,W9113M18FD001,"MISSION PLANNING, ADVANCE DATA ANALYTICS, AND DECISION SUPPORT TOOLS (MAADS). THE TO OBJECTIVE IS TO DESIGN, DEVELOP, DEMONSTRATE AND INTEGRATE NEW CAPABILITIES TO DELIVER MISSION RELEVANT INFORMATION TO THE WARFIGHTER IN SUPPORT OF STRATEGIC AND TACTICAL OPERATIONS WITH ASSURED, SECURE ACCESS FOR THE ARMY, AS WELL AS OTHER DEPARTMENT OF DEFENSE (DOD), NON-DOD, AND JOINT AGENCIES.",Department of Defense,"CYBEX, LLC",67890018.75,2018-03-02,2023-03-01,Award,
USAspending,data analytics,75FCMC19F0001,MULTIDIMENSIONAL INFORMATION DATA ANALYTICS SYSTEM (MIDAS),Department of Health and Human Services,SPARKSOFT CORPORATION,64378417.24,2019-01-31,2023-09-30,Award,
USAspending,data analytics,70CTD022FR0000002,"EO14042 DHS ICE REQUIRES DESIGN, DEVELOPMENT AND DATA ANALYTICS SUPPORT FOR THE DHS ICE HOMELAND SECURITY INVESTIGATIONS (HSI) REPOSITORY FOR ANALYTICS IN VIRTUALIZED ENVIRONMENT (RAVEN) PROGRAM.",Department of Homeland Security,BOOZ ALLEN HAMILTON INC,64095600.3,2021-12-03,2026-05-28,Award,
USAspending,data analytics,2032H521F00388,BIG DATA ANALYTICS GREENPLUM (BDA GP),Department of the Treasury,RED RIVER TECHNOLOGY LLC,59939157.84,2021-06-25,2025-06-24,Award,
USAspending,data analytics,47QFMA21F0028,DATA ANALYTICS  PERSONNEL ACCOUNTABILITY DAPA APPLICATION SERVICES  CALL 25,General Services Administration,PERATON INC.,55660511.34,2021-07-15,2024-11-14,Award,
USAspending,data analytics,36C10B19F0202,"THE DEPARTMENT OF VETERANS AFFAIRS (VA), OFFICE OF INFORMATION AND TECHNOLOGY, DIGITAL SERVICE AT VA (DSVA) REQUIRES SUPPORT IN THE OPERATION, ADMINISTRATION, AND EVOLUTION OF THE VETERAN-FACING SERVICES PLATFORM (VSP).  THE CONTRACTOR SHALL PROVIDE VA WITH ITERATIONS OF AGILE SOFTWARE DELIVERY.  THE AGILE DELIVERY ITERATIONS WILL INCLUDE PRODUCT AND DELIVERY MANAGEMENT, SYSTEMS ARCHITECTURE, SOFTWARE DEVELOPMENT, USER RESEARCH, USER EXPERIENCE STRATEGY, INFORMATION ARCHITECTURE, INTERACTION AND VISUAL DESIGN, STATIC AND DYNAMIC CONTENT MANAGEMENT, CONTENT WRITING, DEVOPS, DATA ANALYTICS, AND PLATFORM OPERATION AND MANAGEMENT.",Department of Veterans Affairs,"ODDBALL, INC.",50004159.22,2019-05-13,2022-05-12,Award,
USAspending,data analytics,TIRNO11D000160019,IGF::CT::IGF FOR CRITICAL FUNCTIONS - OCA COMPLIANCE AND DATA ANALYTICS SUPPORT SERVICES - CYRBYME-NA,Department of the Treasury,DELOITTE CONSULTING LLP,48291663.13,2016-09-30,2018-09-29,Award,
USAspending,data analytics,75F40121F80001,ENTERPRISE DATA & ANALYTICS PLATFORM PROJECT,Department of Health and Human Services,PALANTIR TECHNOLOGIES INC.,48154420.02,2020-11-24,2024-02-01,Award,
USAspending,data analytics,140D0420C0101,DEPARTMENT OF DEFENSE CHIEF INFORMATION OFFICER (DOD CIO) DEVELOPMENT AND CONCEPT DEMONSTRATION OF ENDURING DATA ANALYTICS,Department of the Interior,KONIAG MANAGEMENT SOLUTIONS LLC,46470559.94,2020-09-06,2025-09-05,Award,
USAspending,data analytics,HQ003420F0190,FINANCIAL PLANNING & DATA ANALYTICS AND CYBERSECURITY SUPPORT SERVICES,Department of Defense,BOOZ ALLEN HAMILTON INC,44319815.52,2020-04-08,2025-05-16,Award,
USAspending,data analytics,N0003920F3018,COMMAND ENTERPRISE RESOURCE PLANNING BUSINESS OFFICE (CEBO) AND DATA ANALYTICS SUPPORT,Department of Defense,THE CAMERON BELL CORPORATION,43644726.68,2020-09-10,2026-03-09,Award,
USAspending,data analytics,TIRNO11D000110024,IGF::OT::IGF FOR OTHER FUNCTIONS - COMPLIANCE AND DATA ANALYTICS SUPPORT,Department of the Treasury,BOOZ ALLEN HAMILTON INC,43251646.95,2015-06-01,2017-07-27,Award,
USAspending,data analytics,2033H618F00230,"TECHNICAL AND SUPPORT SERVICES FOR THE DATA TRANSPARENCY PROGRAM TO SUPPORT SCHEMA, DATA BROKER, USASPENDING WEBSITE, SERVICE DESK, DATA ANALYTICS, AND HOSTING SERVICE AREAS.",Department of the Treasury,BOOZ ALLEN HAMILTON INC,41751619.83,2018-07-05,2022-09-19,Award,
USAspending,data analytics,FA807522F0056,"CYBER SECURITY, CYBER ASSURANCE, CRITICAL INFRASTRUCTURE PROTECTION, AND INFORMATION TECHNOLOGY MODELING AND DATA ANALYTICS RESEARCH AND ANALYSES FOR THE DEPARTMENT OF DEFENSE CHIEF INFORMATION OFFICER",Department of Defense,BATTELLE MEMORIAL INSTITUTE,36040995.13,2022-08-30,2025-08-30,Award,
USAspending,data analytics,HHSA290201400005C,IGF::OT::IGF HEALTHCARE DATA ANALYTICS&STATISTICAL PRODUCTS,Department of Health and Human Services,"SOCIAL & SCIENTIFIC SYSTEMS, INC.",34928863.5,2014-06-16,2020-06-21,Award,
USAspending,data analytics,FA807517F1370,IGF::OT::IGF CT 16-1370 CYBER SECURITY (CS)/CRITICAL INFRASTRUCTURE PROTECTION (CIP) AND INFORMATION TECHNOLOGY (IT) MODELING AND DATA ANALYTICS RESEARCH AND ANALYSES SUPPORT FOR DOD CIO,Department of Defense,BATTELLE MEMORIAL INSTITUTE,33569228.02,2017-09-01,2022-08-31,Award,
USAspending,data analytics,75FCMC22F0001,MULTIDIMENSIONAL INFORMATION DATA ANALYTICS SYSTEM (MIDAS),Department of Health and Human Services,RELI GROUP INC,33379884.16,2022-11-01,2026-06-30,Award,
USAspending,data analytics,70RSAT23FR0000070,DATA ANALYTICS RESEARCH AND DEVELOPMENT PROJECT,Department of Homeland Security,THE MITRE CORPORATION,30776706.2,2023-08-03,2026-03-23,Award,
USAspending,data analytics,75FCMC21F0001,"THE PURPOSE OF THE CENTRALIZED DATA ANALYTICS TOOL (CDAT) IS TO MANAGE THE COLLECTION AND DISTRIBUTION OF MEDICAL RECORDS, MEDICAL RECORD ABSTRACTION, MEDICAL RECORD DISPUTE, MANAGEMENT OF RISK ADJUSTMENT DATA VALIDATION (RADV) PROJECT DATA, AND OTHE",Department of Health and Human Services,"NEWWAVE TELECOM AND TECHNOLOGIES, INC.",30095379.97,2021-05-01,2027-01-31,Award,
USAspending,data analytics,75FCMC24F0128,DATA ANALYTICS AND PROGRAM SUPPORT FOR IMPLEMENTATION AND OPERATIONALIZATION OF MEDICARE PRESCRIPTION DRUG PROVISIONS OF THE INFLATION REDUCTION ACT (DAPS),Department of Health and Human Services,RESEARCH TRIANGLE INSTITUTE,29783434.77,2024-07-17,2026-02-19,Award,
USAspending,data analytics,75FCMC24F0001,"THE EQRS PORTAL II TEAM WILL LEVERAGE AND INCORPORATE THE BEST PRACTICES, TECHNOLOGIES, AND FRAMEWORKS ALREADY IN PLACE FOR DATA, ANALYTICS, AND REPORTING WITHIN CCSQ IN ORDER TO MAXIMIZE EFFICIENCY AND REDUCE COST.  THE EQRS PORTAL II TEAM WILL UTIL",Department of Health and Human Services,SEMANTICBITS LLC,29496381.35,2023-11-22,2026-11-26,Award,
USAspending,data analytics,2032H518F00765,COMPLIANCE AND DATA ANALYTICS SUPPORT SERVICES,Department of the Treasury,DELOITTE CONSULTING LLP,28028957.93,2018-09-26,2020-04-30,Award,
USAspending,data analytics,75FCMC18F0001,MULTIDIMENSIONAL INFORMATION AND DATA ANALYTICS SYSTEM (MIDAS),Department of Health and Human Services,"CACI ENTERPRISE SOLUTIONS, LLC",27080976.55,2018-03-27,2019-06-30,Award,
Tango,data analytics,,Predictive Lake Analytics Nextgen eXchange Services (PLANXS) II (RFI # 70SBUR25I2),,,0.0,,2024-11-07T20:00:00+00:00,Opportunity,
Tango,data analytics,,PEO STRI Data Centric Ecosystem Effort -Request for Information (RFI),,,0.0,,2025-04-30T16:00:00+00:00,Opportunity,
Tango,data analytics,,Crowdsourced Data and Analytics Sources Sought Notice,,,0.0,,2025-04-28T21:00:00+00:00,Opportunity,
Tango,data analytics,,CBP Request for Information- HRM Relocation Resources Website/App Development,,,0.0,,2025-04-22T19:00:00+00:00,Opportunity,
Tango,data analytics,,"CONDITION BASED MAINTENANCE PLUS (CBM+) DATA ANALYTICS, DATA VISUALIZATIONS, DATA CAPTURE HARDWARE, AND DATA TRANSPORT METHODS",,,0.0,,2024-07-17T18:00:00+00:00,Opportunity,
Tango,data analytics,,AFIMSC Operations Research & Analytic Services,,,0.0,,2025-04-01T16:00:00+00:00,Opportunity,
Tango,data analytics,,R699 - USNCC Data Analytics and Data Science Support Services,,,0.0,,2025-11-21T04:00:00+00:00,Opportunity,
Tango,data analytics,,DATA TRENDS ANALYSIS FOR OAG,,,0.0,,,Opportunity,
Tango,data analytics,,"HQ AFMC/A4N Logistics, IT, & Enterprise Architecture Support",,,0.0,,2024-10-28T16:00:00+00:00,Opportunity,
Tango,data analytics,,Supply Chain Optimization Support (SCOS),,,0.0,,2025-08-01T19:00:00+00:00,Opportunity,
Tango,data analytics,,GoAnywhere Managed File Transfer and Gateway License for the Office of Economic and Manpower Analysis (OEMA),,,0.0,,2025-03-27T16:00:00+00:00,Opportunity,
Tango,data analytics,,3ID Data Analytics Support,,,0.0,,2025-02-18T18:30:00+00:00,Opportunity,
Tango,data analytics,,"***CLARIFICATION*** RE: Scientific, Programming, and Analytical Support for the SEER-CAHPS Data Resource",,,0.0,,2025-06-23T19:00:00+00:00,Opportunity,
Tango,data analytics,,Secure Platforms Support for the N3C Data Enclave,,,0.0,,2025-07-16T21:00:00+00:00,Opportunity,
Tango,data analytics,,Request for Information Support for Analytic Capacity of NSECE Data 2025,,,0.0,,2024-11-14T22:00:00+00:00,Opportunity,
USAspending,network engineering,80GSFC17C0003,"IGF::OT::IGF SPACE AND EARTH SCIENCES DATA ANALYSIS (SESDA) THE PURPOSE OF THIS CONTRACT IS TO PROVIDE A BROAD RANGE OF SERVICES TO SUPPORT PRIMARILY SCIENCES AND EXPLORATION DIRECTORATE (SED, CODE 600) EARTH AND SPACE SCIENCE RESEARCH AND DEVELOPMENT, DATA OPERATIONS, AS WELL AS ACTIVITIES IN INFORMATION SYSTEM TECHNOLOGIES, ENGINEERING, AND SCIENCE COMMUNICATION, EDUCATION AND PUBLIC OUTREACH, THAT ENABLE CODE 600 TO SUCCESSFULLY CARRY OUT ITS SCIENCE MISSIONS AT THE GODDARD SPACE FLIGHT CENTER (GSFC).  SED SCIENCE RESEARCH AND DEVELOPMENT ACTIVITIES AND FUNDING ARE CLOSELY ALIGNED TO NASA'S SCIENCE PROJECTS AND PROGRAMS. SCIENCE DATA SYSTEMS IN THE SED EXIST TO ENABLE THE PRODUCTION OF SCIENCE RESULTS. SED SCIENCE DATA OPERATIONS ARE DRIVEN PRIMARILY BY SCIENCE DISCIPLINE-SPECIFIC NEEDS AND DISCIPLINE-SPECIFIC APPROACHES TO HOW DATA ARE MOST EFFECTIVELY AND EFFICIENTLY MADE AVAILABLE AND USEFUL TO DISCIPLINE RESEARCH COMMUNITIES.  THE SERVICES REQUIRED UNDER THIS CONTRACT SUPPORT ALL THE SCIENCE DISCIPLINES WITHIN CODE 600, INCLUDING, BUT NOT LIMITED TO, THE STUDY OF THE EARTH, THE SUN, OUR SOLAR SYSTEM AND THE UNIVERSE. RESEARCH AND INFORMATION TECHNOLOGY SUPPORT SERVICES INCLUDES SCIENTIFIC DATA ANALYSIS AND VISUALIZATION, MODELING AND SIMULATION OF PHYSICAL PROCESSES, DEVELOPMENT AND TESTING OF FLIGHT PROJECT INSTRUMENT AND DATA SYSTEMS, FIELD EXPERIMENTS, DEVELOPMENT AND OPERATIONS OF LARGE-SCALE DATA MANAGEMENT, ARCHIVAL AND DELIVERY SYSTEMS, SYSTEMS ANALYSIS, AND PROGRAMMING AND INCLUDES ENGINEERING, TECHNOLOGY, RESEARCH AND DEVELOPMENT, NETWORK ENGINEERING, AND EDUCATION AND PUBLIC OUTREACH.  THE CONTRACTOR SHALL SUPPORT BOTH ONGOING AND NEW PROJECTS AS REQUIRED IN ALL THESE AREAS.  WORK DEFINED UNDER THIS CONTRACT IS PRIMARILY FUNDED BY THE SED (CODE 600) ALTHOUGH OTHER DIRECTORATES SUCH AS THE FLIGHT PROJECTS DIRECTORATE (CODE 400), THE APPLIED ENGINEERING AND TECHNOLOGY DIRECTORATE (CODE 500), AND THE INFORMATION TECHNOLOGY AND COMMUNICATIONS DIRECTORATE (CODE 700) CAN UTILIZE THIS CONTRACT WHEN APPROPRIATE. THESE DIRECTORATES HAVE PIVOTAL ROLES IN NASA'S MISSION TO PIONEER THE FUTURE IN SPACE EXPLORATION, SCIENTIFIC DISCOVERY, AND AERONAUTICS RESEARCH. GSFC ALSO HAS OTHER AREAS OF STRATEGIC RESPONSIBILITY THAT SUPPORT NASAS PROGRAMS AND NEW FOCUS AREAS ARE OCCASIONALLY DEFINED BY NASA HEADQUARTERS. MOST OF THE SERVICES PROVIDED WILL BE IN DIRECT SUPPORT TO THE SCIENCE, FLIGHT PROGRAMS, INFORMATION TECHNOLOGY AND ENGINEERING ORGANIZATIONAL ENTITIES AT GSFC.  THE TECHNICAL PERFORMANCE REQUIREMENTS FOR THIS CONTRACT ARE DEFINED BELOW BY CATEGORY WITH EXPANDED DEFINITIONS.",National Aeronautics and Space Administration,ADNET SYSTEMS INC,302855256.73,2017-10-01,2023-03-31,Award,
USAspending,network engineering,36C10B21N10180007,"NETWORK ENGINEERING, DESIGN, IMPLEMENTATION AND INFRASTRUCTURE SUPPORT.",Department of Veterans Affairs,"SALIENT CRGT, INC.",198909614.91,2021-07-22,2026-04-21,Award,
USAspending,network engineering,VA11810020018,"THIS TASK ORDER IS FOR NETWORK ENGINEERING, DESIGN, IMPLEMENTATION AND INFRASTRUCTURE SUPPORT (NEDIIS) FOR OIT ESE AND NSOC. IGF::OT::IGF",Department of Veterans Affairs,"SALIENT CRGT, INC.",131513088.21,2016-06-22,2021-05-21,Award,
USAspending,network engineering,HC104723F0032,MISSION PARTNER ENVIRONMENT (MPE) NETWORK ENGINEERING SERVICES FOR UNITED STATES INDO-PACIFIC COMMAND (INDOPACOM),Department of Defense,SOS INTERNATIONAL LLC,80393063.97,2023-08-30,2026-04-30,Award,
USAspending,network engineering,HC104718F0052,MPE NETWORK ENGINEERING SERVICES FOR PACOM,Department of Defense,SOS INTERNATIONAL LLC,79355582.58,2018-08-28,2023-08-30,Award,
USAspending,network engineering,19AQMM24C0099,"DOS TELECOMMUNICATIONS SUPPORT TO INCLUDE NETWORK, ENGINEERING, DESIGN, OPERATIONS AND MAINTENANCE.",Department of State,FIRE CREEK COMPANY,66480549.81,2024-09-30,2026-03-30,Award,
USAspending,network engineering,47QFWA19F0003,NETWORK ENGINEERING SUPPORT (NE&S) SERVICES TASK ORDER FOR THE DEFENSE HEALTH AGENCY (DHA),General Services Administration,"SBD ALLIANT, LLC",65965200.05,2018-12-28,2024-06-27,Award,
USAspending,network engineering,15F06723F0001542,NETWORK ENGINEERING AND MANAGEMENT OPERATIONS (NEMO) SERVICES,Department of Justice,XPECT SOLUTIONS LLC,54318407.12,2023-09-25,2026-09-24,Award,
USAspending,network engineering,FA877223C0002,AIR FORCE SYSTEMS NETWORKING (AFSN) NETWORK ENGINEERING INTEGRATION SERVICES (NEIS),Department of Defense,"IHIT-JV, LLC",53540812.77,2023-07-01,2026-06-30,Award,
USAspending,network engineering,NS01,"IGF::OT::IGF SPAWAR HQ IN SUPPORT OF JOINT TACTICAL NETWORKING CENTER (""JTNC"") HAS A REQUIREMENT TO OBTAIN THE FOLLOWING PROFESSIONAL SUPPORT SERVICES: SYSTEMS ENGINEERING, SOFTWARE ENGINEERING, NETWORK ENGINEERING, DATA BASE ENGINEERING, PROGRAM MANAGEMENT, OPERATIONS MANAGEMENT, ACQUISITION MANAGEMENT AND FINANCIAL MANAGEMENT.",Department of Defense,"G 2 SOFTWARE SYSTEMS, INC.",40395257.33,2015-10-29,2020-12-28,Award,
