acronym,count,contexts,possible_meaning
EOD,3,"[', Factory Mgr: Keener? Reaching back out to Mario EOD if no response and he will get in touch with paul', 'submitted in Workday and complete his exhibits by EOD Thursday. Joel has provided Daniel Lugo with his ', 'er 50 contractors on that part of the contract by EOD. Jason is stepping up and doing a great job in Ja']",
COVID,3,"['k in the day. Rented an RV for 14 months prior to COVID and went to 123 locations around the country - st', 'k in the day. Rented an RV for 14 months prior to COVID and went to 123 locations around the country - st', 's and situation rooms have been left vacant since COVID and now with folks returning to office, all of th']",
TEAM,3,"["" is a technical interview) - hiring outlook = HER TEAM - won't be hiring any additional folks unless she"", ""the Ground Systems Group in Seal Beach for GROUND TEAM (which he leads) - mentioned Dennis Gould's EW re"", 'NGC: INSITE/STRIKE TEAM Intro to Justin. He has a team of 5 that is calle']",
DCCO,3,"['Peraton - DCCO - Damien Hayes - IT Aministration Supervisor - In', 'Peraton - DCCO - Keith Blodgett (Program Manager) - Teams Meetin', 'n only go DP and we were out on that. Nothing new DCCO or USCG, both have slowed down. The NARSIL req th']",
HHS,3,"[""ership that comes with using ChatGPT, even as the HHS has implemented them to use Chat GPT5, but he's s"", 'nd tier 2 help desk support. His main focus is on HHS at ICF, they also do a lot of work for the CDC an', ' PTS and went over the work we do with Leidos and HHS. She let me know that she is the deputy pm, and t']",
FEDSIM,3,"['Leidos - FEDSIM BD Team - Michael Olson - Director of Solutions A', 'Leidos - Michael Olson - FEDSIM - Director, Solutions Architecture - Cadence Meet', ' Meeting w/Braner Next Action Steps: RTB - Govt. (FEDSIM/GSA) put out an advanced notice last Friday - In ']",
STAFFING,3,"[' people and roughly $4 billion business - BIGGEST STAFFING NEED = just won ESS (Evolved Strategic Satcom) Pr', ' people and roughly $4 billion business - BIGGEST STAFFING NEED = just won ESS (Evolved Strategic Satcom) Pr', 'ngs? Odd b/c we aren’t at other sites ASKED ABOUT STAFFING Said that he currently has 26 TOTAL HEADCOUNT – 1']",
SOFTWARE,3,"[""reation and solutions) - THEY DON'T USE APPDEV or SOFTWARE DEVELOPERS - (not a Python or Java shop) - SIDE N"", '- said David Barningham reports to Megumi Telles (SOFTWARE) - discussed the hiring in Colorado Springs = the', 'ical SATCOM expert - just a very experienced JAVA SOFTWARE ENGINEER - - with...JAVA, Microservice architectu']",
JPL,3,"['ado Springs - also suggested we look to pull from JPL who announced 500+ layoffs - - he said not to tar', ' process of getting him approved with Peraton and JPL. Next steps will be the offer stage.', ""ill be able to put his 2 week's notice in because JPL background check is the public trust process.""]",
MGR,3,"["" - Matt doesn't want to touch staffing, wants his MGR's to do this and report to him - doesn't want to "", 'Georgia Power - Substation MGR- monthly tag-up with Keifer, he went directly in ', ""GDIT- Solutions Architect MGR- Tag up with Roberto to discuss what's been going""]",
WITO,3,"['CACI - SIPR WITO Connecting on Monday to discuss remaining billets', 'CACI - SIPR WITO Still working through incumbent capture. Should h', 'CACI - SIPR WITO Dana has filled all of the billets through the in']",
DAFITC,3,"['DA coming for COMPMOD for post award add Going to DAFITC and TechNet. Will provide schedule so we can coor', "" Force leads are going down to Montgomery for the DAFITC conference next week, told me it's a great confer"", "" Force leads are going down to Montgomery for the DAFITC conference next week, told me it's a great confer""]",
SRC,3,"['off in the next few weeks. Waiting for individual SRC to be completed on each site before survey & hiri', 'SRC C4ISR - VP out of Charleston/ San Diego -Has 450+', 'SRC - Jacob is active PM on the SSEE program with SRC. There is 200 people on that contract and with th']",
SUBK,3,"['CACI - COMPMOD SUBK executed. 12 partners. Award expected after gover', 'red for Brenden. has no clue where we are at with SUBK cause he doesnt mess with that stuff. looking for', 't seeing the picture, still not budging on SOW or SUBK ""we have to go through IQN for onboarding that wo']",
AIT,3,"['ommand from Afar ISN – Data Center Tech Control - AIT Very nice guy, call anytime direct on cell. Track', ""oblems that we're killing it lol Also asked about AIT WorldWide - let him know that we collaborate very"", 'ate vendor handle the decomm white glove and that AIT usually send that information (he himself does no']",
AFSIM,3,"['NGC: inSITE deciding if he can afford AFSIM MBSE after candidate came down 30k from offer?? p', 'more MBSE need in Beavercreek for NSIC. TS/SCI no AFSIM!', 'up with Addison. AFRL wants their sub to fill the AFSIM who specializes in simulation? Carlos is out, cul']",
DSMS,3,"['DSMS RTP: Lives in Maryland, works remote RTB: Spoke w', 'GDIT - DSMS & OIMS - Director RTP: Robert is an Army guy, and', 'ver DTRA and his two main programs he oversees is DSMS and OIMS. OIMS has a couple years left, and DSMS ']",
TRANSCOM,3,"['Palantir - TRANSCOM Monthly meeting with Scott. He was sick this week', 'Palantir - TRANSCOM Monthly connect with Scott. He was out at TRANSCO', 'Palantir - TRANSCOM Monthly reconnect with Scott. He has been super b']",
NHSN,3,"['Leidos - CDC - NHSN Intro meeting with Amy. She is located in the Kno', 'Leidos CDC- NHSN program - let me know Brian Fitzgerald who is PM ', 'Leidos- NHSN - went over 2nd position - is exact same position']",
CSSP,3,"['y is the DCO lead over all 3 - Kelsey Scholl runs CSSP, Will runs Boundary and then there is ""Shared Ser', 'nterviewing candidates for the Battle Captain and CSSP Trainers - Will make a decision by the end of the', ' -Brian said he might need 1 Battle Captain and 1 CSSP Trainer -2 peple backed out of the positions but ']",
NAREW,3,"['NGC - NAREW - Senior Global Supply Chain Manager RTP: 14 Year', ""tract, and now they are transitioning to phase 2: NAREW. It will be supporting Poland's air defense. Denn"", ""t he'd still like to keep the convo open for when NAREW officially kicks off, but right now they are just""]",
OIMS,3,"['GDIT - DSMS & OIMS - Director RTP: Robert is an Army guy, and in the', 'and his two main programs he oversees is DSMS and OIMS. OIMS has a couple years left, and DSMS is recomp', 'ARMA - OIMS - Program Manager OIMS has a couple years left, $47 million program, 24/']",
PORTS,3,"['Serco - PORTS - Program Manager RTB: PC based Open architecture', 'Northrop Grumman: PORTS Tag up with Sue. Glad to see that i am back. goin', 'NGC: PORTS Tag up with Sue. Mike is rolling off on friday. t']",
COLSA,3,"['ville He has a SEC+ Mentioned TEK, Apex, Insight, COLSA Possible optunities in cleared ISSO/ISSM staff Hi', 'ply hourly cleared techs for help desk and teir 2 COLSA covers niche engineering side: pwoerapps, sharepo', 'ply hourly cleared techs for help desk and teir 2 COLSA covers niche engineering side: pwoerapps, sharepo']",
ONELMX,3,"[""ia Demaree CIO/ DT org. Big... they're working on ONELMX and he's an assistant to VP, Mike Mangel Went thr"", 'ease Train Engineering DevOps Internal facing for ONELMX initiative', 'ng. Building a house on there for retirement RTB- ONELMX is rolled out at MFC, but has not helped him hire']",
MPO,3,"[""n/ Rich/ Steve all VP's Matt now reports to Steve MPO customer is stills stagnant March he projects upt"", 'Microsoft Intel MPO FSP - Sr. Delivery Project Manager - met with Dav', 'Microsoft Intel MPO FSP - touched base to let me know real quick push']",
CASP,3,"['SAIC - RITS -5 new NE openings - must have CASP+ OR CISSP -Interviews done by Mike Purcell and Je', 'a preference for the CISSP cert as opposed to the CASP+/SecurityX certification moving forward. Asked me', 'a preference for the CISSP cert as opposed to the CASP+/SecurityX certification moving forward. Asked me']",
NEMO,3,"['CACI - NEMO - still in a waiting pattern on requirements unfo', 'CACI - NEMO - ""With the shutdown I currently am in a worse sp', 'CACI - Program Manager (NEMO) -no updates at this time while awaiting CR info.']",
TCPED,3,"[' Engineering Manager - CO Springs -Req qualed the TCPED Systems Engineer role with him (awhile back) - wa', 's with Bill -currently only role under him is the TCPED Systems engineer rolling up under jerome hernande', 'e SYstems engineers -Test Engineer in CO Springs -TCPED Systems engineer -ISSM under Armando']",
COBRA,3,"['ioned for the ASR -IMDC2 is the growth work ----> COBRA is follow on', 's is: AN\\TPY-2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD), COBRA, EWR (QEWR / SRP), Naval Programs, XBR (XBR CLS/R', '2 (CLS/RDC/RTC/KSA THAAD/UAE THAAD): Chris Kelsey COBRA (Dane/King/CJR): Steve Mazzone EWR (QEWR / SRP): ']",
CISCO,3,"['TT...req qualed the CISCO ISE Engineer..only open position he had now that ', 'CISCO: SLED Cisco: Colton had call with Bill. Interview', 'CISCO: SLED Emily is going to be out the rest of the ye']",
DLA,3,"['Leidos - DES Sarah is the PM for the DLA and MDA dafas. Set meeting with her at National H', ' a response for the government on their proposal. DLA has started up again but will not need staffing u', 'Leidos - DES DLA has been crazy recently and could be needing folk']",
DMA,3,"['ean about the upcoming awards. They are expecting DMA to hit in the first week of november. MDA still t', 'Leidos - NGEN Circled up with Sean about DMA being awarded. Nikki Patterson and Opal are takin', 'Leidos - DES Tag-up with Matt. Walked through DMA and the timeline for MDA coming up. Nikki and Opa']",
PERSEC,3,"['l 10/24. Wants somebody strong with Excel and has PERSEC experience mainly dealing with personnel database', 'l 10/24. Wants somebody strong with Excel and has PERSEC experience mainly dealing with personnel database', ""nderos, doesn't think they have the right type of PERSEC experience for the role. Would like to interview ""]",
DIT,3,"['DIT - Resource Manager - INSCOM - Meeting w/ Laura an', 'DIT - Resource Manager - INSCOM - Meeting w/ Laura an', 'DIT - Resource Manager - INSCOM - Meeting w/ Laura an']",
RFI,3,"[""openings as of right now. Got some updates on the RFI, sounds like they're going to be on extensions fo"", ""ut when he knows initiatives for year - couple of RFI's plan to come out - Allison and Marta rotating o"", ' Deputy Program Manager Train and now on idle for RFI responses Think there will be proposal in pipelin']",
OJP,3,"['GDIT OJP - Contract supporting the DOJ with all things com', 'customer is Apple. He has 2 sons and 2 daughters. OJP Contract lost a couple people. they dont know if ', 'Tag up Meeting. OJP recompete this year. They keep losing contractors']",
ERP,3,"['king for new growth opportunities. I asked if the ERP migration was one of the programs under review an', 'iego & 1-2 in Pearl Harbor-Hickam with heavy Navy ERP experience, secret clearance, onsite preferred. S', 'iego & 1-2 in Pearl Harbor-Hickam with heavy Navy ERP experience, secret clearance, onsite preferred. S']",
POA,3,"['sessment Reports (SARs), Risk Assessment Reports, POA&Ms, findings traceability matrices, and other req', 'sessment Reports (SARs), Risk Assessment Reports, POA&Ms, findings traceability matrices, and other req', 'desktop and break/fix experience with systems and POA&M support knowledge. Interviews when Tuan returns']",
DSN,3,"['Peraton DSN RTP Curtis has no plans this weekend -- was quick', 'Peraton, DSN TT, reminding and notifying her that we need an u', 'Peraton, DSN Meeting; he finally got the Fire Protection role ']",
HUD,3,"['Leidos- Director- DHA/HUD/GSA- Scheduled meeting with Way and team, they ac', "" they are getting a heavy push from the customer (HUD) to ramp up staffing. We've had some people fall "", 'Leidos- Director- DHA/HUD/GSA- Met Wat to discuss the status of the PX Cent']",
SACCS,3,"["" He reports to Yeates and oversees Hollen's team (SACCS)/Lawrence (offutt), along with Megan Pasquinelli "", ""II Met onsite at 1575. He moved Hollen overtop of SACCS and manages Megan/Jerry's sustainment groups now "", ""BAE Systems, ISC, MMIII/SACCS Meeting, he's comparing his calendar with Hollen'""]",
IHWG,3,"['und racks that for example we have been doing the IHWG on Uses a smaller vendor that he gave a chance on', ""eally only helps in our favor getting more of the IHWG work since the other vendors don't want to work w"", 'hat we literally set the standard for Logistics & IHWG/Deployments for the whole metro, has never seen a']",
MSOW,3,"[' and IDF rooms Add steps to move the cones to the MSOW to avoid the overhead temp monitor (should be lif', ' and IDF rooms Add steps to move the cones to the MSOW to avoid the overhead temp monitor (should be lif', ' and IDF rooms Add steps to move the cones to the MSOW to avoid the overhead temp monitor (should be lif']",
HEAVILY,3,"[' this GB300 is absolute top priority and is being HEAVILY looked at so he basically is more the General Man', ' this GB300 is absolute top priority and is being HEAVILY looked at so he basically is more the General Man', ' this GB300 is absolute top priority and is being HEAVILY looked at so he basically is more the General Man']",
VERY,3,"['and team here at Quincy and now that we have that VERY well established are looking to expand again Said', 'y focused on Chicago & Atlanta Said that he spoke VERY highly of West Regionals Director Navim when aske', 'ed to an agile hiring team out of Orlando that is VERY non contracting and have filled a few jr position']",
