award_amount,award_id,awarding_agency,awarding_sub_agency,bd_reasons,bd_score,contract_id,description,end_date,extraction_date,is_it_services,naics_code,pop_city,pop_state,priority_tier,psc_code,recipient_name,recipient_uei,size_tier,start_date,sub_recipient_count,subaward_count,subaward_total_value,vendor_prime_count,Column1
833800020.0,CONT_AWD_N0001918C1061_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0001918C1061,IGF:OT:IGF ADVANCE ACQUISITION CONTRACT- LONG LEAD MATERIAL FOR LOT 23 (FY2019) F414-GE-400 ENGINE,12/16/2024,1/21/2026,False,,,,HIGH,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,LARGE ($500M-1B),7/30/2018,1,100,0,11,
832002897.2,CONT_AWD_N0001924F0181_9700_N0001923D0010_9700,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001924F0181,TRAINING PRODUCTION REQUIREMENTS FOR FY23 AND FY24 OPTIONS,12/29/2028,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),12/29/2023,1,100,0,87,
830466076.6,CONT_AWD_FA870215C0007_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 69 subs; Very active prime,90,FA870215C0007,IGF::CT::IGF MIT-LL FY 15 CONTINUATION CONTRACT,3/31/2020,1/21/2026,False,,,,HIGH,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,SN5KKUDR9LY8,LARGE ($500M-1B),10/16/2014,1,69,0,18,
824834514.5,CONT_AWD_W31P4Q19C0101_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W31P4Q19C0101,"IGF: THIS ACQUISITION IS FOR THE FULL RATE PRODUCTION (FRP) 10, 11, AND 12 OF THE HIGH MOBILITY ARTILLERY ROCKET SYSTEM (HIMARS) FOR THE US ARMY, USMC, AND VARIOUS FMS CUSTOMERS",5/31/2026,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,LARGE ($500M-1B),7/15/2019,1,100,0,42,
821041003.9,CONT_AWD_N0001996C0128_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0001996C0128,,11/4/2030,1/21/2026,False,,,,HIGH,,BELL TEXTRON INC,N5QUZAYGPKM3,LARGE ($500M-1B),10/4/1999,1,100,0,14,
816977021.5,CONT_AWD_W56HZV18C0133_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,W56HZV18C0133,A4 UCA FOR PRODUCTION OF 164 BRADLEY M2A4 AND M7A4 VEHICLES,5/31/2025,1/21/2026,False,,,,HIGH,,BAE SYSTEMS LAND & ARMAMENTS L.P.,DMHSJF9K3XP9,LARGE ($500M-1B),6/14/2018,1,100,0,22,
816314386.4,CONT_AWD_0006_9700_FA870215D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 69 subs; Very active prime,90,6,IGF::OT::IGF ADD MIT-LL PROJECT 2739,4/30/2029,1/21/2026,False,,,,HIGH,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,SN5KKUDR9LY8,LARGE ($500M-1B),8/27/2015,1,69,0,18,
812596430.0,CONT_AWD_FA861519C6053_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA861519C6053,SLOVAKIA F-16 PRODUCTION BUY,9/30/2026,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),1/31/2024,1,100,0,87,
812563032.2,CONT_AWD_0027_9700_W56HZV05G0005_9700,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,27,FY09 BRADLEY RESET LONG LEAD MATERIAL,6/28/2013,1/21/2026,False,,,,HIGH,,BAE SYSTEMS LAND & ARMAMENTS L.P.,DMHSJF9K3XP9,LARGE ($500M-1B),11/29/2007,1,100,0,22,
810697263.5,CONT_AWD_FA861510C6051_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA861510C6051,PEACE VECTOR VII (EGYPT) 20 F-16C/D BLOCK 52 AIRCRAFT PRODUCTION,1/31/2022,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),3/3/2010,1,100,0,87,
807517103.0,CONT_AWD_HQ085122C0001_9700_-NONE-_-NONE-,Department of Defense,Missile Defense Agency,DoD; $500M+; 100 subs; Very active prime,90,HQ085122C0001,FMS SM-3 BLK IIA ALL UP ROUNDS,12/31/2026,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),6/14/2022,1,100,0,86,
803512986.1,CONT_AWD_F3365798C0006_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,F3365798C0006,,5/4/2014,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,SJDEB3MKJEW5,LARGE ($500M-1B),12/10/1999,1,100,0,23,
803244484.6,CONT_AWD_0018_9700_W56HZV09D0024_9700,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,18,"THE PURPOSE OF THIS DELIVERY ORDER 0018 IS TO PURCHASE THE FOLLOWING: 1094 HEMTTS NEW, 1025 HEMTTS RESET, 181 CBT'S NEW, 84 M1076 PLS TRAILORS, 1025 MISSING PARTS FOR RESET, 33 DRAW BAR EXTENSION, 60 DRAW BAR KIT, AND 60 INSTALLATION.",5/31/2013,1/21/2026,False,,,,HIGH,,OSHKOSH DEFENSE LLC,ZMXAHH8M8VL8,LARGE ($500M-1B),9/25/2009,1,100,0,20,
801147553.8,CONT_AWD_N0002414C2111_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 78 subs; Very active prime,90,N0002414C2111,PY1 RCOH DEFUELING ADVANCE PLANNING,9/1/2017,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,LARGE ($500M-1B),8/1/2014,1,78,0,27,
794249535.0,CONT_AWD_FA812422F0001_9700_FA812418D0001_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA812422F0001,F117 ESS FY22 TASK ORDER,9/30/2022,1/21/2026,False,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,LARGE ($500M-1B),10/4/2021,1,100,0,41,
794237018.0,CONT_AWD_N0002411C2309_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002411C2309,CONSTRUCT DDG 113 DDG 51 CLASS DESTROYER,4/30/2024,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,LARGE ($500M-1B),6/15/2011,1,100,0,22,
792342384.6,CONT_AWD_W56HZV17C0117_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W56HZV17C0117,"THIS ACTION PROCURES TRAINING AND MENTORING FOR THE AFGHANISTAN NATIONAL DEFENSE SECURITY FORCES (ANDSF) AT THE MANAGEMENT AND MAINTAINER LEVEL IN MAINTENANCE, SUPPLY CHAIN MANAGEMENT, AND WAREHOUSE SUPPLY SUPPORT. THE ANDSF CONSISTS OF THE AFGHANISTAN NATIONAL ARMY (ANA) IN THE MINISTRY OF DEFENSE ",8/30/2021,1/21/2026,False,,,,HIGH,,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,LARGE ($500M-1B),5/23/2017,1,100,0,17,
790046263.0,CONT_AWD_N0001924F0046_9700_N0001923D0010_9700,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001924F0046,SITE ACTIVATION EVENTS FOR MULTIPLE CUSTOMERS.,12/31/2029,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),3/7/2024,1,100,0,87,
786160845.0,CONT_AWD_N0002424C2301_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002424C2301,T-AO 214 - 221 DD&C BLOCK BUY,1/17/2036,1/21/2026,False,,,,HIGH,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,LARGE ($500M-1B),9/9/2024,1,100,0,12,
782544027.9,CONT_AWD_FA863417C2650_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA863417C2650,ACAT I F-15 AIRCRAFT ENGINEERING AND MANUFACTURING DEVELOPMENT (EMD) FOR THE INTEGRATED ELECTRONIC WARFARE SUITE A.K.A EAGLE PASSIVE ACTIVE WARNING SURVIVABILITY SYSTEM (EPAWSS),12/31/2026,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,LARGE ($500M-1B),11/3/2016,1,100,0,45,
781837937.1,CONT_AWD_W52P1J19F0398_9700_W52P1J19D0045_9700,Department of Defense,Department of the Army,DoD; $500M+; 65 subs; Very active prime,90,W52P1J19F0398,LOGISTICS CIVIL AUGUMENTATION PROGRAM (LOGCAP) V AWARD FOR PACOM-KWAJALEIN.,6/12/2026,1/21/2026,False,,,,HIGH,,VECTRUS SYSTEMS LLC,RRFJZGASZJ41,LARGE ($500M-1B),4/12/2019,1,65,0,16,
781249051.0,CONT_AWD_N0002407C5444_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002407C5444,MK 15 PHALANX CIWS BLOCK 1 BASELINE 2,8/15/2014,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),11/9/2007,1,100,0,86,
778787028.5,CONT_AWD_W56HZV17C0067_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 60 subs; Very active prime,90,W56HZV17C0067,IGF::OT::IGF. BASE AWARD OF ABRAMS STS/SSTS FY17-22 CONTRACT. BASE AWARD INCLUDES 7 WORK DIRECTIVES. 1 COMPLETION EFFORT AND 6 LOE EFFORTS.,9/30/2026,1/21/2026,False,,,,HIGH,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,LARGE ($500M-1B),2/23/2017,1,60,0,35,
778608223.0,CONT_AWD_N0002419C4452_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 53 subs; Very active prime,90,N0002419C4452,PROVISIONED ITEMS ORDERS (PIO),9/30/2024,1/21/2026,False,,,,HIGH,,BATH IRON WORKS CORPORATION,FREEMCLKFXE3,LARGE ($500M-1B),1/30/2019,1,53,0,12,
775543792.9,CONT_AWD_W56HZV19F0358_9700_W56HZV18D0012_9700,Department of Defense,Department of the Army,DoD; $500M+; 60 subs; Very active prime,90,W56HZV19F0358,"AWARD DELIVERY ORDER W56HZV19F0358 (0006) AGAINST THE ABRAMS REQUIREMENT CONTRACT (ARC) TO PROCURE ADDITIONAL ASL, STTE AND ILSS IN SUPPORT OF VEHICLE PRODUCTION.",12/31/2023,1/21/2026,False,,,,HIGH,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,LARGE ($500M-1B),8/27/2019,1,60,0,35,
774954149.8,CONT_AWD_FA868216C0005_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA868216C0005,JOINT AIR-TO-SURFACE STRIKE MISSILE LOT 13 PRODUCTION BUY,8/31/2022,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,H7PNSVNN5827,LARGE ($500M-1B),10/9/2015,1,100,0,23,
774391011.1,CONT_AWD_N6893602C0043_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N6893602C0043,,12/18/2010,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,LARGE ($500M-1B),9/24/2002,1,100,0,45,
773800076.5,CONT_AWD_W58RGZ11C0120_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W58RGZ11C0120,TT&E,4/30/2020,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,H7PNSVNN5827,LARGE ($500M-1B),6/16/2011,1,100,0,23,
771670818.5,CONT_AWD_N0001917C0034_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001917C0034,TOMAHAWK FULL RATE PRODUCTION 13,8/31/2022,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),12/28/2016,1,100,0,86,
770825663.8,CONT_AWD_N0002408C4410_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002408C4410,"MAINTENANCE, REPAIR, AND ALTERATIONS FOR THE LSD CLASS MID-LIFE MULTI-SHIP MULTI-OPTION PROGRAM",9/30/2020,1/21/2026,False,,,,HIGH,,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,LARGE ($500M-1B),7/3/2008,1,100,0,12,
767275608.5,CONT_AWD_0032_9700_W31P4Q05A0031_9700,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,32,TASK ORDER/BASE AWARD,4/5/2016,1/21/2026,False,,,,HIGH,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,LARGE ($500M-1B),2/14/2012,1,100,0,14,
765961791.1,CONT_AWD_FA870214C0007_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 69 subs; Very active prime,90,FA870214C0007,IGF::OT::IGF MIT-LL FY14 CONTINUATION CONTRACT,12/9/2019,1/21/2026,False,,,,HIGH,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,SN5KKUDR9LY8,LARGE ($500M-1B),1/15/2014,1,69,0,18,
765847312.0,CONT_AWD_FA868223CB003_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA868223CB003,JOINT AIR TO SURFACE STANDOFF MISSILE LOT 21,3/9/2026,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,H7PNSVNN5827,LARGE ($500M-1B),5/18/2023,1,100,0,23,
762652556.3,CONT_AWD_W31P4Q22F0131_9700_W31P4Q21D0007_9700,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W31P4Q22F0131,STINGER MISSILE PRODUCTION,9/30/2027,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),5/25/2022,1,100,0,86,
758766190.9,CONT_AWD_0026_9700_F1962801D0016_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,26,BLOCK 40/45 FULL RATE PRODUCTION JBP PHASE 3,11/15/2024,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,WZWRLY4G3PL8,LARGE ($500M-1B),11/17/2011,1,100,0,15,
755066847.6,CONT_AWD_N0001919C0079_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0001919C0079,MST PHASE 2 INTEGRATION AND TEST,12/31/2027,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),8/28/2019,1,100,0,86,
749171590.8,CONT_AWD_W31P4Q23C0032_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W31P4Q23C0032,PRODUCTION OF THE M270A2 MULTIPLE LAUNCH ROCKET SYSTEM (MLRS).,8/31/2029,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,LARGE ($500M-1B),4/28/2023,1,100,0,42,
749136662.9,CONT_AWD_N0002424C6104_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002424C6104,BASE AWARD - LLTM,1/1/2028,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),11/13/2023,1,100,0,86,
747633766.0,CONT_AWD_N0001923C0060_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001923C0060,SWITZERLAND INTEGRATION CONTRACT,12/31/2030,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),9/29/2023,1,100,0,87,
745446694.6,CONT_AWD_W15QKN08C0530_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,W15QKN08C0530,EXCALIBUR 155MM INCREMENT IB,6/16/2023,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),9/26/2008,1,100,0,86,
741771275.6,CONT_AWD_DAAE0701CN075_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 60 subs; Very active prime,90,DAAE0701CN075,200509!007794!2100!W56HZV!TACOM - WARREN                  !DAAE0701CN075  !A!N! !N!             !P00139!20050602!20040731!131266926!131266926!001381284!N!GENERAL DYNAMICS LAND SYSTEMS !38500 MOUND ROAD          !STERLING HEIGH      !MI!48310!84000!099!26!WARREN              !MACOMB                !M,12/1/2031,1/21/2026,False,,,,HIGH,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,LARGE ($500M-1B),6/2/2005,1,60,0,35,
740349875.5,CONT_AWD_N0001906C0086_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0001906C0086,200610!467468!1700!N00019!NAVAL AIR SYSTEMS COMMAND       !N0001906C0086  !A!N! !N!             !      !20060720!20080930!062923321!062923321!001338979!N!BELL HELICOPTER TEXTRON INC   !600 E HURST BLVD          !HURST               !TX!76053!27000!439!48!FORT WORTH          !TARRANT               !T,10/31/2014,1/21/2026,False,,,,HIGH,,BELL TEXTRON INC,N5QUZAYGPKM3,LARGE ($500M-1B),7/20/2006,1,100,0,14,
739105644.1,CONT_AWD_N0002410C2110_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 78 subs; Very active prime,90,N0002410C2110,CVN 72 REFUELING COMPLEX OVERHAUL ADVANCE PLANNING - PERFORMANCE INCENTIVE FEE FOR ITEM 0001.,3/31/2013,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,LARGE ($500M-1B),3/17/2010,1,78,0,27,
738233385.0,CONT_AWD_N0001921F0398_9700_N0001919G0008_9700,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001921F0398,"THE PURPOSE OF THIS DELIVERY ORDER IS TO ESTABLISH UCA LINE ITEMS FOR LOT 15 BATCH 1B ANCILLARY MISSION EQUIPMENT REQUIREMENTS FOR USAF, USN, AND USMC.",12/31/2026,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,G4KDGE4JFFK7,LARGE ($500M-1B),9/27/2021,1,100,0,87,
733760299.0,CONT_AWD_FA881606C0004_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA881606C0004,BUY 3 LOCKHEED LAUNCH SERVICES,9/30/2013,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORP,FYHNA5WC8XD7,LARGE ($500M-1B),2/28/2007,1,100,0,10,
724562749.9,CONT_AWD_FA870213C0007_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 69 subs; Very active prime,90,FA870213C0007,MIT-LL FY13 CONTINUATION CONTRACT,3/31/2020,1/21/2026,False,,,,HIGH,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,SN5KKUDR9LY8,LARGE ($500M-1B),12/18/2012,1,69,0,18,
723876329.0,CONT_AWD_H9224122F0073_9700_W9121516G0001_9700,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,H9224122F0073,MH-47G BLKII LOT 6 LONG LEAD PRODUCTION,3/31/2029,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,E466BXU4KJH8,LARGE ($500M-1B),7/8/2022,1,100,0,14,
722086217.2,CONT_AWD_W31P4Q21F0095_9700_GS00Q14OADU428_4732,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W31P4Q21F0095,"SINGLE AWARD TASK ORDER AGAINST GSA OASIS UR (POOL 4) FOR HWIL AND M&S DEVELOPMENT ENGINEERING SERVICES TO PROVIDE FULL LIFE CYCLE SUPPORT FOR HWILS, FORCE PROTECTION, TRAINERS, AND VIRTUAL, INTERACTIVE AND MULTIMEDIA SYSTEMS IN SUPPORT OF S3I.",9/23/2028,1/21/2026,False,,,,HIGH,,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,LARGE ($500M-1B),3/3/2021,1,100,0,14,
720221614.9,CONT_AWD_FA852815C0003_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 57 subs; Very active prime,90,FA852815C0003,IGF::OT::IGF FY15-17 CONTRACTOR LOGISTICS SUPPORT&SERVICES (CLS&S) III,12/31/2021,1/21/2026,False,,,,HIGH,,NORTHROP GRUMMAN SYSTEMS CORPORATION,LALWKM623MU7,LARGE ($500M-1B),10/1/2014,1,57,0,17,
719364174.9,CONT_AWD_N0002421C5411_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002421C5411,LONG LEAD MATERIAL,6/30/2030,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),1/11/2021,1,100,0,86,
718249326.0,CONT_AWD_N0002404C5344_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0002404C5344,,9/30/2011,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),9/3/2004,1,100,0,86,
717768565.4,CONT_AWD_N0001909C0007_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0001909C0007,TOMAHAWK BLOCK IV MISSILE PROCUREMENT FOR FY09,7/31/2028,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),3/31/2009,1,100,0,86,
717483026.2,CONT_AWD_FA861104C2852_9700_-NONE-_-NONE-,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA861104C2852,200405!000027!5700!GU75  !ASC/YFK                         !FA861104C2852  !A!N! !N!             !      !20040204!20061231!001447952!835551474!001344142!N!UNITED TECHNOLOGIES CORP      !400 MAIN STREET           !EAST HARTFORD       !CT!06108!22700!003!09!EAST HARTFORD       !HARTFORD              !C,11/30/2009,1/21/2026,False,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,LARGE ($500M-1B),2/4/2004,1,100,0,41,
713398489.5,CONT_AWD_W56HZV23F0159_9700_W56HZV20D0005_9700,Department of Defense,Department of the Army,DoD; $500M+; 60 subs; Very active prime,90,W56HZV23F0159,300 STRYKER DVH NEW AND EXCHANGE VEHICLES IN SUPPORT OF STRYKER BRIGADE COMBAT TEAM (SBCT) 5TH BRIGADE PRODUCTION CONTRACT,12/31/2025,1/21/2026,False,,,,HIGH,,GENERAL DYNAMICS LAND SYSTEMS INC.,HAWKSQF848W7,LARGE ($500M-1B),6/21/2023,1,60,0,35,
712197033.6,CONT_AWD_N0001908C0033_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001908C0033,AAC AWARD FOR LRIP III PRATT,4/30/2013,1/21/2026,False,,,,HIGH,,RTX CORPORATION,QN1BCFY7JDJ5,LARGE ($500M-1B),9/2/2008,1,100,0,41,
711229372.9,CONT_AWD_N0001915C0002_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 57 subs; Very active prime,90,N0001915C0002,IGF::OT::IGF THE PURPOSE OF THIS PROCUREMENT IS FOR MQ-4C TRITON LRIP 1 UNMANNED AIRCRAFT LONG LEAD,12/31/2024,1/21/2026,False,,,,HIGH,,NORTHROP GRUMMAN SYSTEMS CORPORATION,LALWKM623MU7,LARGE ($500M-1B),2/26/2015,1,57,0,17,
704479566.1,CONT_AWD_N0001912C2000_9700_-NONE-_-NONE-,Department of Defense,Defense Contract Management Agency,DoD; $500M+; 100 subs; Very active prime,90,N0001912C2000,PROCURE FY12 TOMAHAWK BLOCK IV MISSILES,7/31/2030,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),6/7/2012,1,100,0,86,
701510526.0,CONT_AWD_N0002411C2307_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0002411C2307,CONSTRUCTION OF DDG 51 CLASS DESTROYER,4/24/2018,1/21/2026,False,,,,HIGH,,HUNTINGTON INGALLS INCORPORATED,C3NLZNSMU254,LARGE ($500M-1B),9/26/2011,1,100,0,22,
701376811.9,CONT_AWD_W31P4Q23C0026_9700_-NONE-_-NONE-,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W31P4Q23C0026,TUBE-LAUNCHED OPTICALLY TRACKED WIRELESS-GUIDED (TOW) MISSILE PRODUCTION FOR THE UKRAINE AND US CUSTOMERS.,10/31/2028,1/21/2026,False,,,,HIGH,,RAYTHEON COMPANY,VTEWM5QSE598,LARGE ($500M-1B),8/15/2023,1,100,0,86,
699961768.2,CONT_AWD_W31P4Q25F0082_9700_W31P4Q25D0010_9700,Department of Defense,Department of the Army,DoD; $500M+; 100 subs; Very active prime,90,W31P4Q25F0082,PRECISION STRIKE MISSILE (PRSM) FOR FISCAL YEARS (FY) 2025-2029 INDEFINITE DELIVERY/ INDEFINITE QUANTITY (IDIQ) DELIVERY ORDER EOC5.,9/30/2028,1/21/2026,False,,,,HIGH,,LOCKHEED MARTIN CORPORATION,XFJMYSYFJEK4,LARGE ($500M-1B),3/28/2025,1,100,0,42,
698840871.0,CONT_AWD_FA821320F1001_9700_FA821315D0002_9700,Department of Defense,Department of the Air Force,DoD; $500M+; 100 subs; Very active prime,90,FA821320F1001,JOINT DIRECT ATTACK MUNITION (JDAM),5/31/2022,1/21/2026,False,,,,HIGH,,THE BOEING COMPANY,JJM4FRDZJDX1,LARGE ($500M-1B),3/25/2020,1,100,0,45,
698753369.2,CONT_AWD_N0001917C0047_9700_-NONE-_-NONE-,Department of Defense,Department of the Navy,DoD; $500M+; 100 subs; Very active prime,90,N0001917C0047,USN F414 ENGINES: EA-18G,12/31/2020,1/21/2026,False,,,,HIGH,,GENERAL ELECTRIC COMPANY,E3HYKKLT5ZT1,LARGE ($500M-1B),3/29/2017,1,100,0,11,
